Feature,Importance,Fold
1:2927-43870,0.0,1
1:85022-216735,0.0,1
1:370546-372295,0.0,1
1:471671-786483,0.0,1
1:792533-907406,0.0,1
1:912799-1266212,0.0,1
1:1271190-1590570,0.0,1
1:1676445-1703748,0.0,1
1:1738295-2477597,0.0,1
1:2481927-2562342,0.0,1
1:2574555-2580342,0.0,1
1:2611444-2641811,0.0,1
1:2643540-2645074,0.0,1
1:2664285-2665530,0.0,1
1:2672694-2832087,0.0,1
1:2854198-2856899,0.0,1
1:2870100-2880675,0.0,1
1:2882919-2901629,0.0,1
1:2903052-3112977,0.0,1
1:3125822-3135062,0.0,1
1:3136815-3137481,0.0003154274872524605,1
1:3149648-3157982,0.0,1
1:3166706-3521038,0.0,1
1:3521345-3798798,0.0,1
1:3810936-6606212,0.0,1
1:6613363-8038878,0.0,1
1:8050444-10537398,0.0,1
1:10551320-12533269,0.001835683569278626,1
1:12544104-12768740,0.0,1
1:12774453-12788158,0.0,1
1:12800742-12805297,0.0,1
1:12833868-13002452,0.0,1
1:13520352-15852641,0.0,1
1:15858551-16119613,0.0,1
1:16126501-16531740,0.0,1
1:16551324-16592466,0.0,1
1:16672053-16680432,0.0,1
1:16693433-16750002,0.0008961038961038963,1
1:16757397-16794038,0.0011248770894788595,1
1:16799163-16836986,0.0,1
1:16954838-16997273,0.0011135459386668297,1
1:17030134-17037487,0.0,1
1:17042808-19187091,0.001313992977879029,1
1:19200088-21470929,0.0,1
1:21483025-21545437,0.0,1
1:21558697-22668805,0.0,1
1:22674759-23463832,0.0,1
1:23469376-25318800,0.0,1
1:25354765-25402278,0.0005337623621823687,1
1:25414726-25433465,0.0002573099415204679,1
1:25441018-26227863,0.0,1
1:26233527-26722236,0.0,1
1:26737835-26751009,0.0,1
1:26758077-27414811,0.0014447545607391473,1
1:27418631-27637052,0.0,1
1:27650970-27755668,0.0,1
1:27765928-29080585,0.0034049297353174668,1
1:29088543-30687222,0.0,1
1:30716764-30984527,0.0,1
1:31006782-31124964,0.0012743812709030114,1
1:31136968-31957740,0.0,1
1:31968013-33181040,0.0,1
1:33189868-34166798,0.0,1
1:34172947-35330813,0.000861733080328906,1
1:35336344-35895515,0.0,1
1:35903416-37578554,0.0004527063969382173,1
1:37599215-38399540,0.0,1
1:38432360-38569674,0.004845124204253015,1
1:38648737-39428343,0.00047457627118644054,1
1:39437661-40202959,0.0,1
1:40207650-40612758,0.0,1
1:40617288-40677227,0.003298264539814599,1
1:40682830-41867848,0.0024144778435234537,1
1:41873732-42747586,0.0,1
1:42754729-43839204,0.0,1
1:43848683-44593810,0.002457102785013024,1
1:44600018-45223413,0.0,1
1:45231107-46047207,0.0,1
