Feature,Importance,Fold
1:2927-43870,0.0,4
1:85022-216735,0.0,4
1:370546-372295,0.0,4
1:471671-786483,0.0,4
1:792533-907406,0.0007284970921334557,4
1:912799-1266212,0.0,4
1:1271190-1590570,0.0022222666700002502,4
1:1676445-1703748,0.00045432529303497107,4
1:1738295-2477597,0.0,4
1:2481927-2562342,0.0,4
1:2574555-2580342,0.0,4
1:2611444-2641811,0.0,4
1:2643540-2645074,0.0,4
1:2664285-2665530,0.0,4
1:2672694-2832087,0.0007683794466403162,4
1:2854198-2856899,0.0,4
1:2870100-2880675,0.0,4
1:2882919-2901629,0.0030129554655870445,4
1:2903052-3112977,0.0,4
1:3125822-3135062,0.0,4
1:3136815-3137481,0.0,4
1:3149648-3157982,0.0,4
1:3166706-3521038,0.0,4
1:3521345-3798798,0.0,4
1:3810936-6606212,0.0,4
1:6613363-8038878,0.0,4
1:8050444-10537398,0.0,4
1:10551320-12533269,0.0,4
1:12544104-12768740,0.0004172236722048932,4
1:12774453-12788158,0.0004677966101694915,4
1:12800742-12805297,0.0,4
1:12833868-13002452,0.0,4
1:13520352-15852641,0.0,4
1:15858551-16119613,0.0,4
1:16126501-16531740,0.0,4
1:16551324-16592466,0.0019982181494208997,4
1:16672053-16680432,0.0,4
1:16693433-16750002,0.0,4
1:16757397-16794038,0.0,4
1:16799163-16836986,0.0,4
1:16954838-16997273,0.0,4
1:17030134-17037487,0.001265171018756896,4
1:17042808-19187091,0.0,4
1:19200088-21470929,0.0,4
1:21483025-21545437,0.0,4
1:21558697-22668805,0.0,4
1:22674759-23463832,0.0,4
1:23469376-25318800,0.0,4
1:25354765-25402278,0.0,4
1:25414726-25433465,0.0,4
1:25441018-26227863,0.0,4
1:26233527-26722236,0.0,4
1:26737835-26751009,0.0,4
1:26758077-27414811,0.0,4
1:27418631-27637052,0.001709115659810414,4
1:27650970-27755668,0.0008151502675998354,4
1:27765928-29080585,0.0,4
1:29088543-30687222,0.0,4
1:30716764-30984527,0.0010921207883209927,4
1:31006782-31124964,0.0,4
1:31136968-31957740,0.0,4
1:31968013-33181040,0.0012189497723237974,4
1:33189868-34166798,0.002817391304347826,4
1:34172947-35330813,0.0,4
1:35336344-35895515,0.0,4
1:35903416-37578554,0.0,4
1:37599215-38399540,0.0,4
1:38432360-38569674,0.00169930189135305,4
1:38648737-39428343,0.0010892055184000518,4
1:39437661-40202959,0.003610128011177269,4
1:40207650-40612758,0.0,4
1:40617288-40677227,0.0,4
1:40682830-41867848,0.002159328883437714,4
1:41873732-42747586,0.003267179444195607,4
1:42754729-43839204,0.0006377233877233878,4
1:43848683-44593810,0.002982612256660354,4
1:44600018-45223413,0.0,4
1:45231107-46047207,0.0,4
1:46054586-46436383,0.0,4
1:46445058-47002412,0.0023676054289326755,4
1:47020328-47076960,0.0,4
1:47089264-48831518,0.0,4
1:48841029-48963712,0.0,4
1:48974558-49671800,0.0,4
1:49686548-50400238,0.0,4
1:50444082-51401581,0.001956999038113589,4
1:51408483-52434446,0.0,4
1:52445317-53651141,0.003361650485436894,4
1:53661750-55331098,0.0,4
1:55339131-55523339,0.003633031977306139,4
1:55559966-56093730,0.0,4
1:56126922-56811818,0.0037105805115897005,4
1:56820392-57352466,0.0022635135135135142,4
1:57359130-58257959,0.001666323151545131,4
1:58269395-58818282,0.0,4
1:58829706-59938549,0.0,4
1:59947024-60037860,0.0,4
1:60048731-60931948,0.0,4
1:60943372-61455192,0.0,4
1:61460755-62257156,0.0015903676132704894,4
1:62265513-62775298,0.0,4
1:62781892-63279284,0.0,4
1:63297252-63739396,0.0,4
1:63746181-64381618,0.0,4
1:64392452-65044702,0.00024448810303427226,4
1:65061124-65363623,0.0011144278606965178,4
1:65377733-65684038,0.0,4
1:65691013-66605594,0.0008278903996238892,4
1:66624841-66943717,0.0,4
1:66956044-67293111,0.0,4
1:67304899-67564224,0.0,4
1:67574404-69349603,0.0,4
1:69374719-70163952,0.0004173913043478262,4
1:70172264-70544007,0.0,4
1:70553640-70787481,0.0,4
1:70848676-70955685,0.0,4
1:70968966-72065805,0.0,4
1:72080289-72473289,0.0,4
1:72489681-72620747,0.0024166007621616013,4
1:72661597-74078153,0.0,4
1:74137824-74816963,0.0,4
1:74824437-75454027,0.0,4
1:75473473-76096464,0.0,4
1:76105071-76128015,0.0,4
1:76167515-76719796,0.0,4
1:76735134-77210667,0.0,4
1:77217365-77934334,0.0,4
1:77945975-79392599,0.0,4
1:79437815-80901791,0.0,4
1:80938887-81107155,0.0,4
1:81184008-83075209,0.0012877795676331891,4
1:83100179-83359798,0.0,4
1:83381408-83603746,0.0004213282768359525,4
1:83635029-84586214,0.0,4
1:84590209-84901413,0.0,4
1:84921910-86224479,0.0,4
1:86236843-87585025,0.0,4
1:87607672-87697095,0.0,4
1:87749501-87791319,0.0,4
1:87839437-89193171,0.0004005891016200294,4
1:89198467-91213470,0.0,4
1:91230845-91708215,0.0,4
1:91714670-93739491,0.0,4
1:93748351-97087853,0.0,4
1:97110991-102417008,0.0,4
1:102443157-103810269,0.0,4
1:103819551-103875725,0.0,4
1:104018651-104671817,0.0,4
1:104696813-106107236,0.0,4
1:106163050-107403052,0.0,4
1:107408809-108467581,0.0,4
1:108571690-109922013,0.0,4
1:109933787-109968401,0.0,4
1:109987805-110453999,0.0,4
1:110464125-110577138,0.0016308918389362221,4
1:110588200-112717534,0.0,4
1:112725478-113471063,0.0,4
1:113508337-114220736,0.0,4
1:114228794-114235706,0.0,4
1:114245958-114853862,0.0,4
1:114863525-115372000,0.0,4
1:115389481-116062013,0.0,4
1:116081666-116824183,0.0,4
1:116847623-116861515,0.0,4
1:116880909-116906096,0.0028720737785969818,4
1:116925150-116938461,0.0,4
1:116948867-117006671,0.0,4
1:117015146-117751415,0.0,4
1:117757490-118781178,0.0,4
1:118811438-119105315,0.0,4
1:119131184-119266053,0.0,4
1:119271891-119774102,0.002275605187668851,4
1:119783556-119942294,0.0,4
