Feature,Importance
22:41307174-41912419,0.0909236
15:21195208-21982746,0.07528078
15:18362555-18431773,0.06764791
6:131304839-132036965,0.06272791
3:75845446-75858339,0.052815292
14:73071404-73092018,0.04140025
8:39368509-39505256,0.040641934
8:39356595-39363050,0.028869197
17:35076296-35282086,0.028552026
3:137852057-143671669,0.027961103
8:97415915-97633935,0.024458691
16:68710277-68751390,0.023026379
17:48882141-49169293,0.021099998
12:64727853-66012212,0.01878764
22:22695759-22714749,0.01850726
4:69215734-69311985,0.016965313
14:19268776-19330937,0.016873384
14:67886288-68140129,0.016622128
11:15925810-16521314,0.016196985
15:18657388-18683110,0.0155111095
20:58516115-59189405,0.015088852
14:51010758-52051333,0.014651863
6:89106148-90015649,0.012510649
6:160123384-160978168,0.012340892
7:143321677-143391065,0.012012801
1:1271190-1590570,0.011937868
8:68236561-69486500,0.010291694
1:245150122-245299678,0.010021662
22:40072147-41213949,0.009730826
19:14154925-14202425,0.009498101
16:82128902-83298645,0.0093024215
6:4651403-4923955,0.008940657
20:8747-57263,0.008914449
12:85118-207283,0.008578415
3:75870144-75896020,0.008464637
8:76956931-78656441,0.0072686877
23:153997146-154492924,0.007109249
3:75479859-75535753,0.00667834
18:24650677-28276824,0.006162376
17:33315580-33322972,0.005983997
15:32605086-32654561,0.0056697875
5:159735059-161722215,0.0056666317
16:68606309-68648091,0.0051130694
14:57601882-59282484,0.00431149
6:204528-238441,0.0042722514
23:268930-281246,0.0040641734
12:69315717-70369674,0.0037889031
17:40859120-40926154,0.00372325
1:2664285-2665530,0.0035578758
1:244693374-244865778,0.0033132033
12:5997138-7884886,0.003283245
12:11404653-11430887,0.0032603638
14:18149473-18537177,0.003069543
3:75546791-75799957,0.0030309937
12:63574243-64694907,0.0030070345
17:27364248-27450834,0.0029576018
1:16954838-16997273,0.002930141
2:132210961-132323628,0.0028074435
11:103640528-105452607,0.0026869376
16:69391442-69397102,0.0024652476
12:49299695-51238169,0.002345633
1:3810936-6606212,0.0022474788
1:42754729-43839204,0.0021018093
6:40747924-42826227,0.0019871872
18:4316-75432,0.001831551
13:77224204-78743491,0.0017364643
5:69274433-70345552,0.0015786751
23:91632143-92103804,0.0014802015
8:29497110-29571339,0.0012973783
17:55188840-55219333,0.0012268614
2:485052-3016048,0.0011994647
4:162347852-163724527,0.001195424
5:180379352-180644810,0.0010268324
3:127015333-127130406,0.0007951866
15:20307869-20387327,0.0007645059
1:149591108-149598429,0.0007514688
23:152422390-152548587,0.0007487505
8:53262924-54668893,0.0007107891
14:21464924-21511829,0.0005355886
6:32672983-32702995,0.0004883506
14:21518235-22000194,0.00040910862
1:1676445-1703748,0.00017462642
8:39535655-39813797,3.0117184e-05
