Feature,Importance
3:18712267-19922255,0.0894304
17:35076296-35282086,0.08560883
11:69744088-69954921,0.068360925
11:54836429-55118214,0.06671312
12:31173065-31257959,0.062459987
16:82128902-83298645,0.05314383
3:75914406-75957900,0.049190138
5:802518-826044,0.042824157
12:63340667-63566937,0.034307115
12:51241859-52425218,0.030914241
1:38432360-38569674,0.025846442
1:199087690-199111062,0.017170994
6:204528-238441,0.015626444
17:61247968-61578637,0.014859465
20:194755-763411,0.014292485
17:41577520-41644979,0.013507571
1:2870100-2880675,0.013309613
16:72933295-73012768,0.012898409
6:611289-618999,0.012846416
11:78005966-78127149,0.012504513
6:55859081-57298746,0.012156752
1:193480150-193527058,0.012139304
6:40747924-42826227,0.011488326
14:21518235-22000194,0.011288558
11:58566389-58626432,0.010319814
14:106216726-106349756,0.009354697
1:141474904-141491470,0.009203567
16:59325545-61138989,0.00808406
3:24543616-25463517,0.0074770045
21:34132594-34805333,0.0072626644
1:16126501-16531740,0.006886358
1:370546-372295,0.006463271
10:96121352-99263776,0.00629762
3:87336579-87661897,0.006148586
5:54350373-55141379,0.0061191362
2:34904779-39267014,0.00611856
8:35875555-36133992,0.0055413083
1:16954838-16997273,0.00545129
15:66484574-67862006,0.0052347635
11:59180249-59841891,0.0049846265
14:48586397-48763420,0.004805386
11:57452577-57968617,0.00473719
1:142570866-142598507,0.004583646
6:32766023-32821094,0.0041289437
3:127015333-127130406,0.0041108564
16:68710277-68751390,0.0038999536
2:131792734-131931782,0.0038431685
11:79858760-79974644,0.0037981702
16:67314736-68371045,0.003722487
18:42452207-44456688,0.003280852
6:32672983-32702995,0.003210936
17:7522884-8559106,0.002913049
6:1361599-1435871,0.0028780433
17:35991941-36074566,0.0026659998
7:143321677-143391065,0.0025603357
9:43094089-43410478,0.0025286463
8:97639200-98703368,0.002525657
16:30561643-31835555,0.002393109
16:27639967-28503138,0.002355677
22:37683612-37705310,0.0022544449
16:69391442-69397102,0.0022251871
18:51630663-51747511,0.0021371576
9:40361684-40520747,0.0019643488
5:150148732-150201145,0.001944148
14:19268776-19330937,0.0018633804
22:37717564-37801946,0.0018291373
16:48783687-49225359,0.0016016905
12:36160215-36244407,0.0015855585
11:69968689-69976020,0.0015412639
8:76956931-78656441,0.0014275454
14:96585545-96889176,0.0013834216
14:18149473-18537177,0.0013204882
18:51767179-55758094,0.0012969645
1:149579637-149582884,0.001295294
8:54691654-55840039,0.0012114095
11:5742476-5762182,0.0011279325
9:42913008-43066618,0.0010277416
1:149369522-149394958,0.000871478
5:62457701-65999278,0.0008507794
1:245009770-245014643,0.00082661386
6:18550170-19001738,0.0007761869
17:66493468-66940678,0.0007488358
6:128614174-131296266,0.0007357464
8:12511855-12602139,0.0005974578
19:232836-236846,0.00053931144
6:85623360-89090699,0.00050613633
8:184617-808139,0.00050155877
6:102825672-106012872,0.00042378012
23:3229-45135,0.00041751956
17:1542118-1560766,0.00041271982
6:26071233-26265245,0.00039319068
7:141965869-141978333,0.0003282195
1:2664285-2665530,0.00031402588
1:120313797-120384620,0.00030810505
6:77126953-77532707,0.00028186626
15:32447707-32511475,0.00027609692
6:19049822-20716660,0.00022910826
16:28087-37133,0.00021727438
17:984101-1003742,0.00019250436
16:41636-151666,0.00017493317
6:89106148-90015649,0.00017378062
22:22725750-22731544,0.00016889459
1:239391358-239517083,0.00015981936
6:97827305-98245127,0.00015444733
8:25114132-25774629,0.00013431138
14:105602756-105630089,0.0001260496
17:8567837-9872633,9.9091645e-05
17:76653190-76693851,8.9165726e-05
15:32605086-32654561,8.691528e-05
8:98721543-100441109,6.953773e-05
