Feature,Importance
15:53166-592121,0.12230052
1:62781892-63279284,0.098124586
15:27009381-32443495,0.09219923
17:35076296-35282086,0.058208182
3:11686988-12710784,0.04360319
22:23022675-23926329,0.038189374
2:235740357-236665001,0.03710284
17:20569693-20596699,0.03399965
1:245054641-245071941,0.033119228
1:53661750-55331098,0.029262647
22:23952881-23967594,0.027893042
8:39356595-39363050,0.026485527
19:13188639-14135749,0.025664175
6:122354776-122673457,0.024562009
3:75845446-75858339,0.022628259
1:103819551-103875725,0.022627683
16:29586070-30555422,0.0210226
1:16126501-16531740,0.019344006
4:191062719-191134340,0.01844455
12:64727853-66012212,0.014943799
19:56816785-56859204,0.014593903
15:32447707-32511475,0.013822885
10:81863113-82109833,0.012192151
1:2611444-2641811,0.012141102
3:75479859-75535753,0.010073101
5:802518-826044,0.00970696
3:199333505-199383479,0.00846406
1:16551324-16592466,0.0073276022
6:18550170-19001738,0.0067001726
2:132210961-132323628,0.005898078
5:70716278-70721505,0.005317397
10:78427308-79275280,0.0046957657
6:22060377-24236375,0.00466317
15:44193179-48393597,0.004535954
12:57531034-59041688,0.004518679
8:42123757-42175380,0.0045182197
6:1292057-1353261,0.0039385883
1:2927-43870,0.003505991
1:199087690-199111062,0.0033215126
11:32782710-32814911,0.0032147968
1:3149648-3157982,0.0031896248
17:1859252-1859812,0.0030599395
6:75632175-75961320,0.002788049
12:70462057-70560603,0.0026583243
15:39590440-39979013,0.0024628774
17:37019956-37046097,0.0022761305
1:19200088-21470929,0.0022393328
6:32672983-32702995,0.0021853754
22:24263116-24866694,0.0019556116
15:51919876-55250930,0.0018663454
6:40747924-42826227,0.0018523642
16:33758082-33875313,0.0016225443
6:63057692-64614816,0.0016083075
22:41307174-41912419,0.0014464784
10:64146695-66004965,0.0013612071
1:156722904-157446463,0.0012638042
14:40566575-40779816,0.001239182
1:239391358-239517083,0.0010619509
15:58564448-58660388,0.0009658697
8:7359040-7789937,0.00093230914
10:72351591-73557841,0.00092117384
16:86985669-88124384,0.00088598166
8:97415915-97633935,0.0008725127
2:61025070-61061211,0.0008699058
9:43094089-43410478,0.0006433274
3:144727213-153247166,0.0005919717
6:70738275-72163725,0.0005181637
15:32605086-32654561,0.00042932015
3:39066-342654,0.00041535907
11:56304321-56600048,0.00041264147
15:32523241-32594902,0.00039062698
10:89773041-90752756,0.0003845737
3:75870144-75896020,0.00033925814
8:97639200-98703368,0.00025697576
14:68154581-71881814,0.00021943248
6:170856656-170943103,0.00018367018
8:184617-808139,0.00012504896
6:140293024-140905063,9.461856e-05
16:54354643-54379834,8.7362016e-05
14:105602756-105630089,8.437952e-05
17:11469879-12854787,7.403679e-05
3:170472437-173237997,6.303545e-05
8:30952516-31295499,5.4384185e-05
23:959048-1235529,4.4864104e-05
9:42913008-43066618,3.8311493e-05
8:28883487-29205723,2.8610813e-05
17:13035306-15423538,2.344378e-05
8:166452-181530,1.3394371e-05
7:141965869-141978333,1.2519256e-05
13:56645552-56673183,1.0311889e-05
