Feature,Importance
15:39590440-39979013,0.12689391
1:56126922-56811818,0.097989924
12:85986743-87258350,0.08396258
1:46445058-47002412,0.06105065
14:21464924-21511829,0.041352317
17:77442683-77478901,0.03673623
6:146738-154410,0.035565548
15:21195208-21982746,0.034952775
8:36426253-36481039,0.033010893
22:26999547-27819338,0.031233741
8:37028146-37290782,0.029941197
17:35076296-35282086,0.02486956
14:18149473-18537177,0.018110316
15:39578565-39587716,0.018083464
11:80263397-80790766,0.014832579
8:35694285-35751327,0.014688014
1:72489681-72620747,0.013772153
5:150148732-150201145,0.0122390855
21:9896630-10198129,0.011910294
12:74674175-74721164,0.011788489
12:74728500-75387573,0.011047269
16:50733339-51847185,0.01090709
16:68710277-68751390,0.010393667
6:97827305-98245127,0.009342378
11:82288127-82586347,0.009304061
15:44193179-48393597,0.009282497
5:150224239-152555267,0.008679957
1:39437661-40202959,0.008640147
5:70752359-71062539,0.0084157875
22:27829159-28903600,0.008331055
12:84542006-85443011,0.008168023
17:61733108-61833313,0.007833712
23:144052935-145145074,0.0076897433
8:35875555-36133992,0.007317286
1:58269395-58818282,0.007093288
4:191062719-191134340,0.0053078113
6:127419048-128608361,0.0050675482
1:2927-43870,0.004575916
22:37717564-37801946,0.004476436
17:22485675-22508198,0.0044386713
2:106409285-110341019,0.004412231
23:1702016-1706462,0.0042730584
6:80170446-80661257,0.0042019696
8:42123757-42175380,0.00395334
17:41983407-42049540,0.003949418
19:47934635-48237067,0.0038985722
16:67314736-68371045,0.0037149705
3:153300999-156963893,0.0036109677
1:2643540-2645074,0.003313604
11:76374332-76586638,0.003136268
6:4933188-6340443,0.0030233925
19:3983752-5360390,0.0028577854
16:54354643-54379834,0.002673263
1:83100179-83359798,0.0026005355
8:30109992-30278937,0.0025244467
3:80959005-82751614,0.0024617831
8:43452736-43515874,0.0022459584
6:18550170-19001738,0.002241096
17:1859252-1859812,0.0021224942
6:6356121-7863271,0.0019930017
1:199087690-199111062,0.0017839551
22:17298569-17337860,0.0017180737
1:47089264-48831518,0.0015680561
10:9727172-14033998,0.0015670704
2:147700457-158902610,0.0015572493
2:147413433-147652606,0.0015412183
5:89942176-93303306,0.001436838
18:18979399-19204173,0.0014138529
1:59947024-60037860,0.0012274518
17:42161364-42296514,0.0011684253
6:19049822-20716660,0.0011422556
12:75396411-75693696,0.0011084009
23:89001120-89245846,0.001039863
1:239391358-239517083,0.0008947673
6:22060377-24236375,0.000856884
17:2286862-2330659,0.0008370498
1:117015146-117751415,0.0008110799
3:164454066-166625316,0.00071585586
23:268930-281246,0.0006817704
3:12735694-14873985,0.0006716108
1:38432360-38569674,0.00057214
9:43948886-45739077,0.00050907454
8:97415915-97633935,0.0004591339
20:40075620-41349749,0.00043366003
16:30561643-31835555,0.0003878717
12:108480224-109587365,0.00035744885
11:101977732-103163021,0.00027506484
5:154006451-157875296,0.000204756
17:34989300-35067992,0.00016886553
4:102672728-104401802,9.4085786e-05
14:105602756-105630089,8.479431e-05
1:2870100-2880675,6.089775e-05
2:61025070-61061211,4.846256e-05
11:59180249-59841891,3.3218403e-05
6:115539064-119256600,2.5071173e-05
18:22806771-23086108,2.3009079e-05
11:69195212-69339332,1.653431e-05
