Feature,Importance
22:41307174-41912419,0.11847065
15:55258039-57620619,0.116264395
17:61247968-61578637,0.063808106
12:70462057-70560603,0.056566536
1:57359130-58257959,0.050811756
6:32766023-32821094,0.045210972
16:67314736-68371045,0.043270126
17:35076296-35282086,0.03330478
20:194755-763411,0.028444802
6:334423-600935,0.027095322
6:40747924-42826227,0.021732554
7:143321677-143391065,0.021607574
16:72933295-73012768,0.019826693
11:58439169-58548776,0.019667378
3:75479859-75535753,0.018842375
6:611289-618999,0.018297317
12:84542006-85443011,0.017524445
5:763494-786455,0.01739255
5:69274433-70345552,0.016963586
19:59406523-59440274,0.014392
1:193480150-193527058,0.013414403
8:97639200-98703368,0.0133223375
1:199087690-199111062,0.011656526
11:7803570-10028138,0.009877642
17:61590200-61726416,0.009791565
14:21420105-21448635,0.009414096
3:586636-625689,0.008541734
12:97156507-97840955,0.008266854
6:69133049-69809498,0.0076702735
10:41927641-42057554,0.0072019566
5:152572508-153979903,0.0070461407
17:77653668-77696106,0.0068870755
17:36250672-36351895,0.0066384957
1:149579637-149582884,0.006633786
11:40525781-41641283,0.006186688
4:104413477-106965473,0.0058425865
11:54836429-55118214,0.005349302
1:149369522-149394958,0.005349189
15:57627602-58554678,0.005013286
17:20569693-20596699,0.0049604303
23:90837054-90936838,0.003991419
22:41293579-41298170,0.0038789269
9:43094089-43410478,0.00362415
5:150148732-150201145,0.0036140485
7:141511878-141518228,0.003165663
17:37416931-38029088,0.0030301756
9:40361684-40520747,0.0029149132
23:95696214-108087627,0.0029130366
22:23022675-23926329,0.0026898189
6:252939-284743,0.0025827824
18:4316-75432,0.002465375
15:53166-592121,0.002441248
3:12735694-14873985,0.0024387955
11:68740184-68819585,0.0024289086
12:9528590-9585156,0.0023301174
9:42913008-43066618,0.0022030566
3:18712267-19922255,0.0021755868
6:1292057-1353261,0.0019669298
11:14272534-15231551,0.0019483903
11:58566389-58626432,0.0019198697
11:20113144-21887299,0.0018756232
3:4109224-4214897,0.0018734896
19:13188639-14135749,0.0017912838
6:135204537-135259324,0.0014277435
14:21464924-21511829,0.0012502208
8:32962484-33337952,0.0010922743
3:29936736-31279861,0.0010024725
6:204528-238441,0.00091024674
22:37683612-37705310,0.0008514809
16:49237703-50174920,0.0008283178
3:41249898-46752789,0.00066175446
15:19805960-19845942,0.0006454049
5:62457701-65999278,0.0005422304
17:78572201-78653545,0.00053551205
20:15036230-15158545,0.00051475636
16:30561643-31835555,0.0003509172
16:69763173-70593293,0.0003079745
23:3229-45135,0.000102860315
3:75546791-75799957,7.303536e-05
12:85986743-87258350,4.904099e-05
14:105602756-105630089,2.1482316e-05
19:8246-232080,1.0407523e-05
