Feature,Importance
3:16617887-16778176,0.101825796
6:334423-600935,0.098396644
17:35076296-35282086,0.083866246
6:18550170-19001738,0.04966619
9:136812271-138270560,0.042083587
14:35347136-36478421,0.039404128
1:72080289-72473289,0.03630499
12:63574243-64694907,0.036139835
16:69417987-69744010,0.03430585
1:16551324-16592466,0.030024054
12:85986743-87258350,0.029400993
11:76374332-76586638,0.028684732
4:102672728-104401802,0.026773265
16:67314736-68371045,0.02317141
15:53166-592121,0.02249867
14:105654998-105693581,0.019843115
17:61247968-61578637,0.019063462
6:32586131-32600962,0.018635737
3:19936335-24520200,0.01267028
1:193480150-193527058,0.011994891
14:19505698-19515781,0.011651606
5:150148732-150201145,0.010598929
6:45107837-47047807,0.010509027
12:74674175-74721164,0.010310512
11:68740184-68819585,0.010214563
20:194755-763411,0.009019626
15:55258039-57620619,0.008948118
8:144953439-145949490,0.0075503644
1:158296040-158314837,0.006874719
2:132210961-132323628,0.0062883236
14:30209271-30636982,0.0058396
12:9528590-9585156,0.0057123527
6:102825672-106012872,0.005448032
6:63057692-64614816,0.0052453377
12:70462057-70560603,0.005231949
11:74773664-74787471,0.005196269
1:38432360-38569674,0.0051459875
17:35486136-35544912,0.0050068162
3:4109224-4214897,0.0046000453
1:16954838-16997273,0.0042685415
11:65669021-65808620,0.004230385
11:3327942-5733442,0.004106187
14:19535787-19582682,0.0040679984
11:7803570-10028138,0.0037281723
15:18835660-18884436,0.0036839966
1:17030134-17037487,0.0035222278
6:146738-154410,0.0034811979
17:42161364-42296514,0.0034039123
14:80562041-83928319,0.003251537
6:40747924-42826227,0.0030367202
16:29560500-29582349,0.0029631043
21:30286344-31727064,0.002962297
11:80263397-80790766,0.0027945524
5:71077546-89933522,0.0027748672
20:39688990-40052114,0.0027003526
10:87744912-88215734,0.0025944565
14:21420105-21448635,0.0024368176
16:69391442-69397102,0.002364258
6:32766023-32821094,0.0022537587
3:75870144-75896020,0.0022199093
17:7522884-8559106,0.0019967686
16:30561643-31835555,0.0019260444
17:41062669-41447005,0.0016263862
15:51919876-55250930,0.0015356438
1:149579637-149582884,0.0014745042
14:68154581-71881814,0.0013250022
16:191307-2499608,0.0013197651
19:59406523-59440274,0.0013180012
8:166452-181530,0.0012771619
5:49988952-50268244,0.0012634983
15:57627602-58554678,0.0012180395
8:127952070-128717669,0.0010594534
15:18722595-18790589,0.0010222108
10:2654619-3125483,0.0009354356
6:19049822-20716660,0.00089557236
1:149369522-149394958,0.00086931296
6:170856656-170943103,0.00074958935
8:55862289-56770315,0.0006900896
15:32523241-32594902,0.0006732688
1:72489681-72620747,0.00057773234
22:37683612-37705310,0.00057738856
1:141474904-141491470,0.0005212614
19:232836-236846,0.0005091336
17:44860354-45025420,0.0005043802
16:14956177-14988855,0.00046904577
9:42913008-43066618,0.0003978203
15:44193179-48393597,0.00037030468
16:28508726-28529942,0.00033848864
6:122354776-122673457,0.00027995874
17:37055494-37151062,0.00026290253
14:105602756-105630089,0.00018953744
8:42333867-42484474,0.00018232602
8:74108126-74822651,0.00015670231
6:92035339-94502615,0.00014218554
15:39590440-39979013,0.00014078987
17:8567837-9872633,0.00011152024
6:5839-85465,7.216621e-05
1:239391358-239517083,2.9301635e-05
