Feature,Importance
1:74137824-74816963,0.088278934
17:35076296-35282086,0.066853695
12:51241859-52425218,0.061748885
3:16617887-16778176,0.052319255
2:56853626-57106587,0.05146382
1:57359130-58257959,0.049909234
6:611289-618999,0.04692857
6:1535319-2846224,0.04638942
14:105654998-105693581,0.030642731
3:127138046-128434521,0.028185932
16:82128902-83298645,0.0273675
12:31173065-31257959,0.02555797
6:623776-634345,0.021882603
11:63611130-63816734,0.02074021
21:14489502-15461383,0.018000536
22:41307174-41912419,0.017902821
21:14334542-14480152,0.017650032
7:140213-293548,0.016389284
1:182657845-186034550,0.015572268
5:175563657-175907334,0.01554319
12:64727853-66012212,0.015420895
16:67314736-68371045,0.014487314
12:63574243-64694907,0.013418806
17:1542118-1560766,0.013081652
1:193480150-193527058,0.01277138
1:145820605-146012014,0.011377789
6:97827305-98245127,0.010854606
1:16126501-16531740,0.010297645
1:2927-43870,0.010022821
14:54705831-57591863,0.009244563
15:18722595-18790589,0.008046342
23:1672003-1687507,0.0072747567
15:32447707-32511475,0.007128574
5:150148732-150201145,0.006838898
23:144052935-145145074,0.006790408
5:62457701-65999278,0.006649108
1:149579637-149582884,0.0062475493
19:34467144-36255437,0.006165197
22:23022675-23926329,0.0055362773
1:1271190-1590570,0.0054817577
1:142877399-143526765,0.0053270035
9:124123036-126222935,0.005083145
16:28087-37133,0.005071463
3:16792439-18668016,0.00474863
6:32718991-32728487,0.0047028475
20:39049053-39344320,0.0046709133
6:69820589-70731852,0.003851173
1:149369522-149394958,0.0038102013
6:67665685-68602261,0.0030559113
17:42161364-42296514,0.0029752757
23:2979705-4333249,0.0029535233
12:70462057-70560603,0.002799999
16:54390012-54422612,0.0025967117
18:17278237-18565403,0.0024562331
6:32732764-32738443,0.002397269
1:12833868-13002452,0.0023451154
6:18550170-19001738,0.0023332038
22:37683612-37705310,0.0019964532
1:37599215-38399540,0.0018724512
8:97415915-97633935,0.0018256408
1:193556792-193630262,0.0018163606
5:180342860-180362342,0.0017753325
10:21859872-21874211,0.0015523214
16:41636-151666,0.0013675594
16:68710277-68751390,0.0013661119
9:43094089-43410478,0.0013353063
16:72933295-73012768,0.0012574681
16:69391442-69397102,0.0012543942
1:120313797-120384620,0.0011510432
22:17298569-17337860,0.001068163
10:3135278-3168952,0.0009990452
1:26737835-26751009,0.0009794305
8:40546119-41025130,0.00093062484
1:114245958-114853862,0.0008489053
21:23415490-24730986,0.00082272803
17:13035306-15423538,0.000794033
10:135142920-135266354,0.00072740164
9:30134402-30542335,0.0005723001
11:55200744-55207305,0.0005446784
22:22672513-22676549,0.00053011865
6:136687816-137521284,0.0004994395
6:14553443-16323782,0.00045857852
6:135204537-135259324,0.00041432824
1:142444242-142565191,0.00040756402
6:19049822-20716660,0.00040194736
15:32605086-32654561,0.0003959405
1:142570866-142598507,0.00032600315
1:186293872-189329179,0.00026168223
16:30561643-31835555,0.0002249976
9:42913008-43066618,0.00022480267
17:3393853-4388997,0.0002218468
16:83310258-86444508,0.00019613182
8:184617-808139,0.00018404677
6:149845177-151256488,0.00015259477
15:32523241-32594902,0.00015035144
23:3229-45135,0.000111249974
12:9528590-9585156,8.749591e-05
1:199087690-199111062,7.809348e-05
1:72489681-72620747,4.1542153e-05
17:41527705-41566540,4.1471678e-05
1:239391358-239517083,4.1090312e-05
1:141474904-141491470,2.6425694e-05
22:22681244-22690716,2.2629405e-05
