Feature,Importance
3:193476462-196656506,0.11350503
5:150148732-150201145,0.08271995
6:6356121-7863271,0.044688728
20:194755-763411,0.038401376
16:68838368-68874167,0.037933517
12:31173065-31257959,0.03775504
6:40747924-42826227,0.0348688
3:80959005-82751614,0.033157106
16:67314736-68371045,0.029840292
17:35076296-35282086,0.029286748
5:70422297-70698794,0.024648873
3:130220686-130840184,0.022505661
4:119819380-119910398,0.022357143
16:69417987-69744010,0.022221627
1:149579637-149582884,0.022030754
5:763494-786455,0.021527713
5:54350373-55141379,0.015645824
17:1542118-1560766,0.015154764
11:80263397-80790766,0.014894543
12:70462057-70560603,0.014589224
16:68710277-68751390,0.014429516
1:38432360-38569674,0.014096035
15:18722595-18790589,0.012021507
12:9528590-9585156,0.011388845
17:23604362-23631712,0.011384338
23:1672003-1687507,0.011084357
14:96926587-98114562,0.010829521
3:75914406-75957900,0.009608137
23:153466463-153491568,0.009203465
14:105654998-105693581,0.008795627
11:101380957-101972052,0.008270603
23:3229-45135,0.008257615
23:152422390-152548587,0.008185196
14:105602756-105630089,0.008126525
16:191307-2499608,0.008111133
16:68606309-68648091,0.007983041
9:42913008-43066618,0.007943929
3:196908262-196937230,0.007846604
1:46445058-47002412,0.007570131
16:72933295-73012768,0.0071225367
18:14120810-14602888,0.006926999
1:199087690-199111062,0.0065797605
1:193480150-193527058,0.006422152
18:14723811-14968075,0.006111127
9:110086022-110100386,0.0059825582
16:69391442-69397102,0.0057578636
1:2574555-2580342,0.005699125
8:42123757-42175380,0.004901138
16:47717059-48773160,0.0047969036
1:16799163-16836986,0.0044527412
8:35694285-35751327,0.004404838
5:873416-878290,0.004028372
4:846154-890807,0.0034642369
1:245054641-245071941,0.003398936
8:63810-90816,0.003170637
17:77442683-77478901,0.0028796364
1:2870100-2880675,0.0026867043
11:15925810-16521314,0.0026780746
1:149369522-149394958,0.0026218297
17:77503378-77503685,0.0026186076
1:70848676-70955685,0.0025611243
23:152994680-153054487,0.0024119834
1:141500919-141527782,0.0022819478
6:252939-284743,0.0021390738
6:32605300-32629848,0.0021246693
6:32718991-32728487,0.002102984
14:18149473-18537177,0.0019531448
1:21483025-21545437,0.001940718
8:64430407-65154750,0.0019223844
5:140203440-140221835,0.0018843322
1:72489681-72620747,0.0017972832
1:1738295-2477597,0.0014923926
22:37683612-37705310,0.0014505413
1:69374719-70163952,0.0012655958
14:34765550-35332809,0.001247547
1:57359130-58257959,0.0011308125
4:70334625-70410860,0.0010959139
1:239391358-239517083,0.001055184
16:49237703-50174920,0.0009419881
22:41307174-41912419,0.00087577035
17:20618474-20721661,0.00083775213
5:150224239-152555267,0.0007659812
7:21242540-23314039,0.00076379057
18:2427324-2694258,0.0007603005
15:32605086-32654561,0.00066413305
23:108169857-122414714,0.00064962776
22:34837434-35584245,0.00046654677
1:146581869-146634734,0.0004622206
9:40361684-40520747,0.00046219619
14:73106558-73114128,0.00026592505
7:141214728-141245219,0.0002120821
20:17587221-18440839,0.00015325869
16:45058242-45218686,0.000119217395
3:75870144-75896020,5.486743e-05
22:37717564-37801946,3.9296494e-05
5:17406393-17549618,3.8086524e-05
14:37489099-37598648,2.1167374e-05
19:57641139-57681491,1.2403731e-05
10:4952746-6573717,1.9133768e-06
11:70562838-70610269,2.1944149e-07
