Feature,Importance
22:41307174-41912419,0.13583383
12:85450052-85962613,0.08334404
20:1499034-1506379,0.07302478
6:146738-154410,0.052365366
6:40747924-42826227,0.049320303
6:63057692-64614816,0.04596251
20:39688990-40052114,0.04128361
3:75479859-75535753,0.037562065
17:35076296-35282086,0.035928704
12:51241859-52425218,0.03012283
20:37153404-38764590,0.029873732
3:16617887-16778176,0.026787298
6:68631929-69110566,0.019174466
6:32766023-32821094,0.018359054
5:150148732-150201145,0.017678658
17:35444422-35463146,0.017071934
3:41249898-46752789,0.016816868
16:68667006-68679377,0.015687913
15:32447707-32511475,0.015562768
1:16954838-16997273,0.014638768
17:40859120-40926154,0.011875816
3:18712267-19922255,0.011782387
8:36627162-36673994,0.010640382
1:245134410-245140268,0.0102811605
10:4952746-6573717,0.010069459
12:71710336-71905426,0.009788647
1:237050563-238730140,0.009511507
16:68838368-68874167,0.009394915
1:2927-43870,0.008912594
8:40137595-40540201,0.008247848
22:37683612-37705310,0.007754269
4:70442343-70445716,0.0071365237
20:48906328-50098541,0.0069364253
5:837253-859176,0.006506312
15:39590440-39979013,0.0060171466
4:846154-890807,0.0054264027
6:1292057-1353261,0.005380451
8:97415915-97633935,0.005009978
15:739595-744565,0.0047251075
4:119714411-119812578,0.004610796
3:89663968-90219681,0.0045357817
20:46074165-46770469,0.0041999784
7:141965869-141978333,0.0039443625
6:611289-618999,0.003939938
14:52064745-52660995,0.0035452787
8:37636761-37737912,0.00320458
6:69820589-70731852,0.0031648588
12:64727853-66012212,0.0029675202
1:145820605-146012014,0.002847313
12:44923991-45851001,0.0028400228
23:132998038-140285388,0.00232595
8:105857203-107203129,0.002312003
1:239391358-239517083,0.002243202
17:35286565-35336158,0.00221215
19:45934725-46027876,0.0020848657
17:11469879-12854787,0.0017817852
4:61252645-62435526,0.0017630047
1:149369522-149394958,0.0015132762
16:191307-2499608,0.0015116779
15:18835660-18884436,0.001441674
3:87287192-87311658,0.0013107392
5:140203440-140221835,0.0012436045
4:166559793-171072076,0.0011657784
3:34840321-39070614,0.0010152439
17:43153310-43384340,0.00089388766
16:82128902-83298645,0.00089033117
10:21880427-21920526,0.00088811794
3:75546791-75799957,0.0007927394
6:113685697-115481584,0.00075007096
16:4670009-9018298,0.00025261907
6:31395330-31558079,9.9859335e-06
