Feature,Importance
17:35076296-35282086,0.08217759
8:39356595-39363050,0.05940781
22:41307174-41912419,0.05718621
15:21195208-21982746,0.056076597
15:18362555-18431773,0.04632932
14:73071404-73092018,0.043579113
3:75845446-75858339,0.04064372
8:68236561-69486500,0.040245764
3:137852057-143671669,0.03474915
11:15925810-16521314,0.030733824
8:39368509-39505256,0.028895736
14:19268776-19330937,0.0275074
14:67886288-68140129,0.025920467
8:36153626-36327657,0.022133928
6:131304839-132036965,0.021846341
4:69215734-69311985,0.021384234
14:51010758-52051333,0.020862862
8:47740011-48934830,0.019071592
12:64727853-66012212,0.018631542
16:82128902-83298645,0.016346399
22:22695759-22714749,0.015801065
1:245150122-245299678,0.015411236
6:160123384-160978168,0.015395314
13:73137009-77218661,0.014195532
1:1271190-1590570,0.0133033935
7:143321677-143391065,0.011654411
14:96585545-96889176,0.0104018925
23:153997146-154492924,0.010310616
8:97415915-97633935,0.009964186
1:2664285-2665530,0.009845196
6:89106148-90015649,0.008556282
8:76956931-78656441,0.007627812
12:84542006-85443011,0.00666573
20:58516115-59189405,0.005981014
20:1516966-1539155,0.005615567
1:244693374-244865778,0.005563021
16:68710277-68751390,0.005475905
11:103640528-105452607,0.00518806
13:77224204-78743491,0.004822221
6:29962849-30010234,0.004636815
1:1676445-1703748,0.004210626
14:19350230-19397709,0.004138177
6:18550170-19001738,0.004111381
12:69315717-70369674,0.004068301
1:13520352-15852641,0.003971374
8:54691654-55840039,0.0039402684
12:11404653-11430887,0.0038841048
23:3229-45135,0.0038200421
14:22022060-22034704,0.0034953982
1:17030134-17037487,0.0033604843
16:69391442-69397102,0.003193604
1:42754729-43839204,0.0031061068
14:19154992-19216369,0.0028347047
23:88434081-88986061,0.0027587628
16:47380507-47610756,0.0027568466
15:20307869-20387327,0.002668414
14:38908039-40550969,0.0026128597
18:42452207-44456688,0.0023733033
15:100182702-100200937,0.002364803
14:19665289-19995996,0.0023550903
3:75870144-75896020,0.0022628605
18:19733211-22259536,0.0020333834
16:72933295-73012768,0.0018904159
16:86985669-88124384,0.0018019975
1:19200088-21470929,0.0015440721
9:561049-564737,0.0015252819
18:14091869-14112462,0.0015179901
17:7522884-8559106,0.0014845968
1:16757397-16794038,0.001376411
8:32812909-32947324,0.0013422618
7:461136-511452,0.0011982683
23:282116-343473,0.0010777368
11:70519863-70552702,0.0010392651
16:28087-37133,0.0010141443
17:15462570-16521872,0.0009798129
15:32605086-32654561,0.0009594182
19:232836-236846,0.0007381973
1:12800742-12805297,0.0006729049
20:61795796-62379059,0.00066476915
15:18657388-18683110,0.0006578877
20:34883639-35743960,0.00063737493
16:33433058-33486907,0.0006249996
14:21518235-22000194,0.00054903934
18:121700-128568,0.0005364022
8:8148437-11897919,0.0005276005
22:22681244-22690716,0.00050820963
16:68606309-68648091,0.00049950765
6:151271304-151882964,0.0004904229
1:146525071-146549143,0.00046453773
9:24873989-25144678,0.00043561927
12:44923991-45851001,0.00043156065
23:491711-524509,0.00041136093
15:18722595-18790589,0.0003069674
1:120313797-120384620,0.0002961004
17:2333732-2343255,0.00024422474
6:4651403-4923955,0.00021175385
2:60860846-61005290,0.00018152822
6:132048194-133414796,0.0001579249
17:11469879-12854787,0.000117786556
8:29497110-29571339,0.00010569496
9:21698371-22292223,8.072704e-05
1:179443743-179575821,4.709719e-05
1:145820605-146012014,4.5171306e-05
8:29592601-30101874,4.3080592e-05
15:32523241-32594902,3.676045e-05
16:29560500-29582349,3.249415e-05
8:31336091-31896351,2.4886025e-05
