Feature,Importance
19:3363749-3971503,0.10571833
3:193425674-193467200,0.094096795
22:41293579-41298170,0.09142396
6:80170446-80661257,0.0643766
17:35076296-35282086,0.055607677
2:131945577-132042781,0.036790777
16:68838368-68874167,0.03243714
2:87287735-87839798,0.030516703
21:13461550-13635227,0.029405536
22:41307174-41912419,0.027670937
16:67314736-68371045,0.025863145
12:85986743-87258350,0.022356614
1:1676445-1703748,0.020851143
12:74728500-75387573,0.019168792
8:36512939-36612488,0.017440902
1:37599215-38399540,0.017112589
1:3521345-3798798,0.015989998
12:64727853-66012212,0.01597694
8:35694285-35751327,0.014848396
1:74137824-74816963,0.014472723
20:59844907-60188644,0.014325824
18:2427324-2694258,0.014252774
8:35875555-36133992,0.013428765
19:10213505-10628317,0.01331351
1:149579637-149582884,0.011695714
1:199087690-199111062,0.01075383
8:63810-90816,0.010035987
20:15036230-15158545,0.009274113
16:86985669-88124384,0.009060493
6:89106148-90015649,0.008000956
19:15632023-16680896,0.007465487
1:193480150-193527058,0.0067792246
6:165690639-165715368,0.0067539043
21:9896630-10198129,0.0058818166
1:104018651-104671817,0.0056876703
8:37636761-37737912,0.005449483
18:18979399-19204173,0.005385103
1:12833868-13002452,0.005210754
5:70716278-70721505,0.00508369
1:145820605-146012014,0.0048267487
7:38212614-38223575,0.0043769465
6:32634044-32660090,0.0040157125
3:4109224-4214897,0.0037769857
4:69215734-69311985,0.0035767297
6:19049822-20716660,0.0031097415
23:1702016-1706462,0.0029857822
3:196908262-196937230,0.0029052366
11:59180249-59841891,0.0029035776
6:40747924-42826227,0.0024998216
18:28288419-29558913,0.0024588963
6:2851182-4639919,0.0023457601
16:21448093-21501073,0.0023261553
6:32766023-32821094,0.0023037752
1:142116690-142435868,0.0022874642
5:54350373-55141379,0.0022777382
20:771302-1487457,0.0021052451
12:70574871-71644041,0.0019793992
12:9528590-9585156,0.0018642577
5:104851801-108410768,0.0017539558
16:68606309-68648091,0.0017371103
16:191307-2499608,0.001653136
22:22695759-22714749,0.001290002
6:110490286-110621141,0.001131239
22:23930054-23946476,0.0010633182
11:55200744-55207305,0.0010269466
22:41221190-41290227,0.0009836102
8:35453083-35676140,0.0009641898
1:16757397-16794038,0.0009169689
16:41636-151666,0.0008879439
8:105857203-107203129,0.00085838104
11:55124730-55194990,0.00076098705
5:154006451-157875296,0.0006627524
16:72933295-73012768,0.0006503449
15:20393586-20773131,0.00064646365
20:39688990-40052114,0.00060790975
16:68710277-68751390,0.00060310366
1:146473741-146512434,0.0005280837
12:59087176-60039028,0.0004959644
16:33433058-33486907,0.00049501745
6:12512986-14535258,0.0004079368
4:190887518-191025356,0.0003965644
8:101808084-102428770,0.00035065363
16:54354643-54379834,0.00028990628
19:232836-236846,0.00028803563
16:31958973-32105104,0.00028248425
6:22060377-24236375,0.00027623266
14:21464924-21511829,0.00027387115
3:24543616-25463517,0.0002694433
15:44193179-48393597,0.00026378292
15:32605086-32654561,0.0002613672
14:19268776-19330937,0.00022318782
4:110841462-119681984,0.00021686201
11:95737778-98627006,0.00019448537
22:22725750-22731544,0.00018389532
16:30561643-31835555,0.00017004827
23:3229-45135,0.0001408614
5:60285997-62401952,0.00013844938
20:61795796-62379059,0.00013821838
3:193476462-196656506,0.0001379723
8:8148437-11897919,0.00010561445
1:245308564-245433846,0.00010418713
8:145962567-146264846,6.6052504e-05
8:98721543-100441109,5.2785494e-05
15:39578565-39587716,4.289317e-05
8:35005401-35166837,4.0351973e-05
8:166452-181530,2.50493e-05
9:42913008-43066618,2.0269934e-05
14:105857193-105881279,1.9583247e-05
8:51970684-53247541,6.5175177e-06
8:7040596-7261418,4.223016e-06
