Feature,Importance
5:152572508-153979903,0.08891056
6:6356121-7863271,0.078576915
17:35076296-35282086,0.072411045
3:143686906-144718154,0.07113829
8:35694285-35751327,0.04984503
15:18835660-18884436,0.04710689
6:18550170-19001738,0.045506213
16:86985669-88124384,0.032995004
20:8747-57263,0.03137271
1:27418631-27637052,0.025872577
5:763494-786455,0.024844812
23:152422390-152548587,0.02325449
6:125139481-126167412,0.020910576
23:108169857-122414714,0.020703536
20:32377973-32691183,0.018636607
6:19049822-20716660,0.017819153
11:80263397-80790766,0.016041715
12:77023447-82859962,0.014843156
22:23978623-24228038,0.014143531
22:41221190-41290227,0.013924074
5:180342860-180362342,0.012768032
1:57359130-58257959,0.012027751
14:105654998-105693581,0.012002519
1:912799-1266212,0.011874454
12:74728500-75387573,0.011620409
16:68710277-68751390,0.011494015
2:115206978-115251658,0.01064755
1:149591108-149598429,0.010263137
6:68631929-69110566,0.009207996
3:41249898-46752789,0.0075412956
1:16757397-16794038,0.007459492
1:193480150-193527058,0.0074276053
3:75546791-75799957,0.007204936
16:33495501-33539023,0.0070410925
5:178560621-179290850,0.0069657904
1:116081666-116824183,0.0065152408
12:64727853-66012212,0.0063393414
3:164343718-164427869,0.0060834237
23:153062077-153452633,0.005336942
5:98471909-100277629,0.00530783
16:61163269-63210535,0.0051120017
3:164454066-166625316,0.0050503053
1:149579637-149582884,0.004817664
1:42754729-43839204,0.004754527
1:16799163-16836986,0.0046476834
3:166639991-168786545,0.0046257945
17:403833-443042,0.0046154847
9:43094089-43410478,0.0045671994
1:72489681-72620747,0.0042191404
16:54354643-54379834,0.0038044204
16:72933295-73012768,0.0036250276
22:22651385-22665928,0.0033600617
6:1358498-1359129,0.0029100606
4:157228097-162174965,0.0028184268
18:22269177-22793854,0.002601649
6:4651403-4923955,0.0023750642
9:40361684-40520747,0.0022625339
5:150148732-150201145,0.0022022075
8:41575958-42118548,0.0020916571
1:64392452-65044702,0.0020247116
1:120313797-120384620,0.0018309044
1:158296040-158314837,0.0018104365
16:30561643-31835555,0.0016701234
6:22060377-24236375,0.0015836151
6:135204537-135259324,0.0015333632
1:17030134-17037487,0.0013053718
11:109089452-114667900,0.0011121678
18:138963-467510,0.0011071869
23:3229-45135,0.0010977677
4:132983429-133222805,0.0009799623
1:149369522-149394958,0.0009767405
2:91057159-91234354,0.0008840759
8:53262924-54668893,0.0008525895
16:68606309-68648091,0.00080493925
16:29560500-29582349,0.0006945904
14:21464924-21511829,0.0006722086
14:21518235-22000194,0.00065091223
14:19268776-19330937,0.0006185988
8:55862289-56770315,0.0005191082
6:131304839-132036965,0.00047632732
15:32605086-32654561,0.0004416509
17:20959898-21204422,0.00038137508
6:149845177-151256488,0.0003243875
17:16578627-16713678,0.0002332723
3:196947293-196962380,0.00013898809
1:146525071-146549143,0.0001264355
11:103179669-103605605,0.00012036486
1:245054641-245071941,0.000108595676
17:25537018-25610913,0.00010281135
8:25114132-25774629,0.00010127101
1:239391358-239517083,8.6896194e-05
23:959048-1235529,8.194334e-05
16:19405790-21225204,6.225805e-05
8:26613950-27431467,2.0368114e-05
8:184617-808139,9.583795e-06
15:32523241-32594902,7.481865e-06
