Feature,Importance
22:26999547-27819338,0.14549847
15:53166-592121,0.12977302
17:35076296-35282086,0.073133126
6:334423-600935,0.070029415
12:63574243-64694907,0.044957433
1:72489681-72620747,0.043589156
22:28922568-30224848,0.0391775
12:70462057-70560603,0.034736715
16:69391442-69397102,0.032656513
11:7803570-10028138,0.029216677
15:27009381-32443495,0.02816008
5:150148732-150201145,0.02624569
16:67314736-68371045,0.015307621
1:26758077-27414811,0.014263609
4:102672728-104401802,0.014189123
10:135142920-135266354,0.013840545
19:56816785-56859204,0.013264783
4:70442343-70445716,0.0124165425
15:18722595-18790589,0.012374253
1:149591108-149598429,0.011043031
6:18550170-19001738,0.010984164
5:69274433-70345552,0.0086021405
17:38035466-38070950,0.008286321
14:106216726-106349756,0.0075854603
22:41307174-41912419,0.007505685
1:149369522-149394958,0.0074795117
6:611289-618999,0.0072270785
19:59406523-59440274,0.0069105183
2:216395222-217154796,0.006234335
21:9896630-10198129,0.005748084
17:10999-29169,0.0053923135
23:1702016-1706462,0.0052371724
23:1672003-1687507,0.005073399
11:7762277-7797993,0.0049620853
22:22725750-22731544,0.004819953
22:32984614-33685030,0.0045112357
21:14334542-14480152,0.00450094
15:20307869-20387327,0.0040112156
12:74674175-74721164,0.0038211087
11:68740184-68819585,0.0037729878
1:199135441-199222301,0.0036457202
3:4109224-4214897,0.0031147723
1:149579637-149582884,0.002806125
8:42123757-42175380,0.0027389636
8:47575650-47718854,0.002686008
5:89942176-93303306,0.002594112
12:412868-427816,0.0025425632
6:1358498-1359129,0.0025196017
20:15036230-15158545,0.0023980285
6:1292057-1353261,0.00235161
20:194755-763411,0.0021292279
16:33280759-33424939,0.0020748724
17:451258-453784,0.0020670556
15:32447707-32511475,0.0018848771
17:1542118-1560766,0.0018638873
5:62457701-65999278,0.0018065458
16:21382561-21444431,0.0016982097
3:75546791-75799957,0.0016636929
17:41700762-41706870,0.0016122581
16:33758082-33875313,0.0015390666
3:48631976-48677740,0.0014823441
6:19049822-20716660,0.0014736821
16:29560500-29582349,0.0013870096
1:179443743-179575821,0.0013855034
11:69968689-69976020,0.0013311654
9:35872626-36409434,0.0013264911
18:51630663-51747511,0.0013044355
8:43167926-43254441,0.0012816098
22:27829159-28903600,0.0012704962
8:38599339-38743232,0.0012659493
23:354639-380891,0.0011810664
15:39590440-39979013,0.0011477155
6:40747924-42826227,0.001109067
8:36512939-36612488,0.00093750167
3:39066-342654,0.0007376503
1:2882919-2901629,0.0007157071
8:39356595-39363050,0.0006367091
9:153131-194193,0.0006004101
11:55124730-55194990,0.00057628105
22:41221190-41290227,0.00053539913
16:30561643-31835555,0.0005229942
8:145962567-146264846,0.00049634284
6:63057692-64614816,0.0004603604
10:89773041-90752756,0.00040807948
14:105602756-105630089,0.0003836111
23:268930-281246,0.00036806797
8:97415915-97633935,0.0003523739
13:106116697-109738959,0.0003229752
16:28087-37133,0.00029995086
13:47691104-47937120,0.0002726288
12:9528590-9585156,0.00026516741
16:14956177-14988855,0.00025455825
4:846154-890807,0.00021285424
11:103640528-105452607,0.00018687843
16:54354643-54379834,0.00017634692
11:5742476-5762182,0.00016942962
15:32605086-32654561,0.0001635982
1:145647143-145716245,0.00015600318
8:35875555-36133992,0.00013310516
23:3229-45135,0.00011321946
6:89106148-90015649,5.6366884e-05
8:36426253-36481039,4.1973588e-05
3:46761824-46823673,4.0764782e-05
8:127689556-127938480,3.977331e-05
15:32523241-32594902,3.5093584e-05
7:141965869-141978333,3.063232e-05
1:141474904-141491470,2.1499296e-05
9:42913008-43066618,2.0898346e-05
23:959048-1235529,1.6412012e-05
17:465054-974692,1.5580905e-05
