Feature,Importance
6:90034143-91964331,0.12945755
11:89400624-89482692,0.08541868
17:35076296-35282086,0.07646573
15:55258039-57620619,0.068978935
4:191062719-191134340,0.04619368
12:85986743-87258350,0.04589558
10:16276793-18410505,0.03989274
15:63158011-63872459,0.0340667
6:132048194-133414796,0.031594653
15:76887995-78887127,0.028310312
2:57141220-60843704,0.02665458
1:158319014-158365270,0.024459906
1:142877399-143526765,0.024338476
8:37028146-37290782,0.021839855
10:16134020-16227462,0.015952716
22:26999547-27819338,0.015524932
3:4109224-4214897,0.013241738
1:244947984-244955806,0.012841573
12:64727853-66012212,0.012798949
2:91494116-91569435,0.012730307
8:8117271-8132139,0.0122522265
16:82128902-83298645,0.011521132
17:78572201-78653545,0.009787882
3:193425674-193467200,0.009456478
12:84542006-85443011,0.009263554
1:79437815-80901791,0.00882673
22:41917843-42643973,0.00848074
1:244693374-244865778,0.008463566
4:69215734-69311985,0.008413643
5:104851801-108410768,0.007693429
1:149591108-149598429,0.0074849003
8:63810-90816,0.0063549345
6:31564655-32119501,0.006069947
10:21880427-21920526,0.006040928
17:34268102-34553000,0.005789692
6:29962849-30010234,0.005616591
1:149579637-149582884,0.005252521
7:50712505-53062228,0.0050934446
1:199087690-199111062,0.004902858
16:68667006-68679377,0.00483133
12:70574871-71644041,0.004756379
1:120313797-120384620,0.0044379868
9:68214035-68262872,0.0042114393
14:42076777-43555063,0.0041904757
11:103640528-105452607,0.0038539255
5:173739318-175537148,0.0034115445
5:763494-786455,0.003371728
8:35875555-36133992,0.0033110497
15:39590440-39979013,0.00274171
16:191307-2499608,0.002661052
12:100382347-103227744,0.0024856646
9:133035531-133066438,0.0022316806
16:68606309-68648091,0.002165552
15:41676219-44156737,0.0020502917
16:30561643-31835555,0.0020408537
16:14956177-14988855,0.0020326483
1:244870377-244942436,0.0019283586
18:46023418-47316297,0.0019230362
6:4651403-4923955,0.0018481093
20:34883639-35743960,0.0016675869
16:48783687-49225359,0.0015984696
18:2427324-2694258,0.0015686787
6:26071233-26265245,0.00154375
1:25354765-25402278,0.0015033465
10:87744912-88215734,0.0013617987
16:86985669-88124384,0.0013545015
9:17369886-19203822,0.0012999182
8:39368509-39505256,0.001276027
1:244961779-244970723,0.0011992829
1:16954838-16997273,0.0011981942
6:18550170-19001738,0.0010573211
3:196908262-196937230,0.0009011632
1:149369522-149394958,0.00085229526
2:56853626-57106587,0.0007919869
4:190887518-191025356,0.00073955936
16:68710277-68751390,0.00069404993
15:32605086-32654561,0.0006364466
6:110408187-110448454,0.0005928153
6:66559986-66839246,0.00055631157
6:19049822-20716660,0.000430219
16:31854837-31862577,0.00037166895
9:153131-194193,0.00034194396
16:33495501-33539023,0.00031360364
5:17739874-17979702,0.00029540804
10:89707445-89727363,0.00024298171
22:37683612-37705310,0.00022026266
14:105857193-105881279,0.000213764
17:77503378-77503685,0.00020487912
17:76653190-76693851,0.00019552122
9:42913008-43066618,0.0001808478
1:244627520-244676774,0.00014053658
8:22663858-23132039,8.920806e-05
17:8567837-9872633,8.8943154e-05
11:107409719-109050102,8.6970955e-05
1:83381408-83603746,8.1913066e-05
1:72489681-72620747,5.8747915e-05
1:239391358-239517083,4.7779413e-05
1:142116690-142435868,3.8421145e-05
16:55038003-56457183,2.9538634e-05
17:11469879-12854787,2.5706551e-05
