Feature,Importance
17:35076296-35282086,3.0962718953059736
16:68710277-68751390,0.6076323673485821
15:32605086-32654561,0.5911225845282945
17:41983407-42049540,0.49807604575172265
1:149369522-149394958,0.4937026126127829
16:67314736-68371045,0.4507641005343955
11:80263397-80790766,0.3851663304715892
12:75396411-75693696,0.377712362773018
1:199087690-199111062,0.3717861918759633
9:42913008-43066618,0.34177079691176016
5:150224239-152555267,0.33259235741130555
11:83733321-85064586,0.3184823956352603
16:30561643-31835555,0.2755471610529688
16:69763173-70593293,0.2750137178486441
8:36512939-36612488,0.2629787690041718
8:42123757-42175380,0.25087663233114543
20:194755-763411,0.24980842807815315
15:32523241-32594902,0.23289303001304076
6:22060377-24236375,0.2227727071774909
15:32447707-32511475,0.17628840936613974
20:771302-1487457,0.16607159404299185
11:79858760-79974644,0.15162621789051883
1:17030134-17037487,0.1493967165446742
6:19049822-20716660,0.14211623198744094
6:20726739-22048197,0.14211623198744094
23:3229-45135,0.13907691487899349
11:78137964-78627898,0.1366188715064069
6:32634044-32660090,0.13093599356067712
5:154006451-157875296,0.12994512000728997
5:152572508-153979903,0.1292006450415605
8:37746286-37882239,0.12584671086391733
3:196947293-196962380,0.12583332683476015
11:80023540-80218800,0.12142799575929239
14:105602756-105630089,0.1186409495018315
1:193480150-193527058,0.11209155962590098
3:196908262-196937230,0.10564978973630496
16:69391442-69397102,0.10349230315115539
20:35800429-36053431,0.1032961549754841
6:135204537-135259324,0.08733412067765212
12:64727853-66012212,0.08286466570871762
17:61590200-61726416,0.07881219200071737
6:119263604-122326220,0.07496984773192504
6:64750730-65951879,0.07471069673992327
6:122710361-123097090,0.0654935313127508
14:34090931-34754302,0.06245471468495939
6:32732764-32738443,0.04980820094979209
6:135286400-135498058,0.048141430288821695
12:51241859-52425218,0.04252383791949525
6:135520431-136095714,0.03769413183933312
6:64633346-64705894,0.03625635220618261
12:77023447-82859962,0.03163679002119005
8:37317937-37617735,0.03147803316922528
1:26233527-26722236,0.02975053500208422
17:67849232-68295347,0.0282654003985768
12:85450052-85962613,0.02811264595451065
17:39280577-40847517,0.02802827009045191
8:36347029-36416687,0.026280453409890752
17:52205885-52455229,0.021815869814079673
5:70716278-70721505,0.02026471283455562
6:32718991-32728487,0.019778128488157434
6:40747924-42826227,0.01641986515774195
17:41062669-41447005,0.014261996464500703
8:47740011-48934830,0.013613891555016477
22:28922568-30224848,0.013115731077494225
6:89106148-90015649,0.011351413013343182
22:30243922-31511793,0.010404046627991225
23:122417938-131366673,0.009613977218329663
8:36426253-36481039,0.009358168394238276
17:55230326-55273077,0.005550863935872237
6:66247043-66553014,0.004190099088577123
17:52545850-52924636,0.002311445176590562
20:32696760-33365924,0.002086249953721247
17:42648686-42873571,0.0014367279888487798
