Feature,Importance
17:35076296-35282086,3.0320067005110447
6:64633346-64705894,0.5719962533890401
12:64727853-66012212,0.5186130748865496
19:40530071-40556205,0.49378678427521155
8:39356595-39363050,0.3734131950572222
1:149369522-149394958,0.36891425943547135
16:68710277-68751390,0.36405666004678805
3:75870144-75896020,0.36276288629651365
15:18722595-18790589,0.3367831689465804
22:41293579-41298170,0.31065540346307063
15:32447707-32511475,0.30657982496284003
17:41062669-41447005,0.3012132474151035
14:105602756-105630089,0.2926515786315698
20:194755-763411,0.292221574441572
3:75845446-75858339,0.27529119290613663
11:80023540-80218800,0.24213418562747796
22:40072147-41213949,0.21252489309098693
17:41011530-41041674,0.2099151577850065
12:63574243-64694907,0.2096156624274735
16:70601469-71161060,0.2031531825500549
15:32523241-32594902,0.193395144789487
12:44923991-45851001,0.18828554445870846
15:32605086-32654561,0.1773056982891867
8:36627162-36673994,0.16998157663807262
23:3229-45135,0.16133645708741276
11:78137964-78627898,0.15160330664232827
16:29586070-30555422,0.13903688379104354
16:73043507-76974056,0.12888084198830113
18:62820286-64788942,0.12341376351209031
17:77653668-77696106,0.12333651849464794
12:45861893-47611599,0.1228412881027879
17:41983407-42049540,0.12068070083489002
6:63057692-64614816,0.12034670263554817
12:74674175-74721164,0.12017234947132467
17:41458670-41494331,0.11837014900147373
16:69391442-69397102,0.11726436480059017
23:122417938-131366673,0.11246907698597304
11:79858760-79974644,0.0944326175232995
20:771302-1487457,0.09295661951811024
22:41221190-41290227,0.0889254614387748
6:89106148-90015649,0.0764063080828419
22:41917843-42643973,0.06449758187312322
12:70462057-70560603,0.062077211414612116
2:61025070-61061211,0.06147969831431063
22:37683612-37705310,0.0608062158553964
20:8747-57263,0.06018513456493555
3:173247425-173637617,0.05765615830746977
3:170472437-173237997,0.05765615830746977
8:100449572-100905868,0.049783074236509094
6:30040917-30081128,0.04710800712437557
16:68606309-68648091,0.03722187909300923
17:77704506-78562654,0.03715029680715934
15:18657388-18683110,0.019100686759803365
12:66035532-66948440,0.015218814659065173
8:36347029-36416687,0.011863057430586322
18:71041018-75196415,0.010729564122572784
18:68386012-71032530,0.010729564122572784
20:1499034-1506379,0.009731148908563865
8:35694285-35751327,0.009686021703794317
18:66394814-68375250,0.009343233258571861
3:46761824-46823673,0.007857553560207405
12:75396411-75693696,0.006882083976352399
12:74728500-75387573,0.0059885957685837585
8:104974429-105842700,0.003784617777894712
