Feature,Importance,Fold
1:149369522-149394958,0.01468528715690372,2
2:61025070-61061211,0.009296145195368255,2
3:46761824-46823673,0.008836124899664762,2
3:75845446-75858339,0.017147681762850198,2
3:75870144-75896020,0.012506593795358144,2
3:170472437-173237997,0.010523473072369852,2
3:173247425-173637617,0.010813130073815316,2
6:30040917-30081128,0.014314207457739042,2
6:63057692-64614816,0.007469704327315647,2
6:64633346-64705894,0.013659980627467157,2
6:89106148-90015649,0.011976768298889592,2
8:35694285-35751327,0.005547927067818492,2
8:36347029-36416687,0.008201537130383093,2
8:36627162-36673994,0.007743516123040821,2
8:39356595-39363050,0.011976434651995896,2
8:100449572-100905868,0.007101232453347287,2
8:104974429-105842700,0.00483773264558079,2
11:78137964-78627898,0.011174241041113454,2
11:79858760-79974644,0.011660316687433227,2
11:80023540-80218800,0.01108919944655856,2
12:44923991-45851001,0.01095706494586799,2
12:45861893-47611599,0.013571453222951684,2
12:63574243-64694907,0.026121869851711676,2
12:64727853-66012212,0.025214267040306524,2
12:66035532-66948440,0.014560535749072291,2
12:70462057-70560603,0.015374715486280381,2
12:74674175-74721164,0.024900760103817733,2
12:74728500-75387573,0.01379496708527749,2
12:75396411-75693696,0.011380548644008054,2
14:105602756-105630089,0.0106420281827256,2
15:18657388-18683110,0.008181904265364246,2
15:18722595-18790589,0.009901113628669854,2
15:32447707-32511475,0.012401447199944453,2
15:32523241-32594902,0.009006818464899065,2
15:32605086-32654561,0.013437424619065432,2
16:29586070-30555422,0.013745855781828313,2
16:68606309-68648091,0.012837466855123596,2
16:68710277-68751390,0.020860953923143,2
16:69391442-69397102,0.005560689805421278,2
16:70601469-71161060,0.008512766198395026,2
16:73043507-76974056,0.013595513848690377,2
17:35076296-35282086,0.196619076263393,2
17:41011530-41041674,0.03325151458133882,2
17:41062669-41447005,0.031039179647108096,2
17:41458670-41494331,0.0314326962043767,2
17:41983407-42049540,0.00803487878064381,2
17:77653668-77696106,0.007558787658838117,2
17:77704506-78562654,0.008495651456370218,2
18:62820286-64788942,0.006687277503830548,2
18:66394814-68375250,0.004459216795179518,2
18:68386012-71032530,0.007963026101518585,2
18:71041018-75196415,0.006662677319908591,2
19:40530071-40556205,0.013569556068185707,2
20:8747-57263,0.00946583113039717,2
20:194755-763411,0.012728744589682183,2
20:771302-1487457,0.00567660553028667,2
20:1499034-1506379,0.008095244005664247,2
22:37683612-37705310,0.011319480043253114,2
22:40072147-41213949,0.023816630298220266,2
22:41221190-41290227,0.015952802960451998,2
22:41293579-41298170,0.0187724649954248,2
22:41917843-42643973,0.01422867289400075,2
23:3229-45135,0.010679808317449444,2
23:122417938-131366673,0.008368778036900304,2
