Feature,Importance
17:35076296-35282086,3.0315541768685614
16:69763173-70593293,0.4726241636420148
6:64633346-64705894,0.4647369589834255
1:149369522-149394958,0.39249046114526537
12:63574243-64694907,0.3472897233501817
12:85450052-85962613,0.34459358739026685
16:67314736-68371045,0.32348337400007793
8:36512939-36612488,0.3082334496591327
12:64727853-66012212,0.27879377808280764
14:105602756-105630089,0.27689404863627154
8:42123757-42175380,0.26643919699315965
22:22725750-22731544,0.2644015821755172
12:70462057-70560603,0.25579716518531614
16:68710277-68751390,0.245960817788926
20:194755-763411,0.22556929376219875
16:30561643-31835555,0.22357928054235018
17:41983407-42049540,0.22189483019879752
17:61247968-61578637,0.1913465981139132
15:44193179-48393597,0.18178082084053082
17:41062669-41447005,0.17482377215519032
11:83733321-85064586,0.1613198524535607
6:40747924-42826227,0.1612558188598387
14:35347136-36478421,0.15934938371742483
5:69274433-70345552,0.15558754467453176
12:45861893-47611599,0.15132367594863286
12:85986743-87258350,0.1467168785692445
15:32447707-32511475,0.1446725823451598
14:19350230-19397709,0.1421048585406645
22:41293579-41298170,0.1383560007624959
20:771302-1487457,0.1323548369459454
16:68880321-69381055,0.12758586191940585
9:42913008-43066618,0.12342773152753013
12:51241859-52425218,0.11931719402556265
17:39280577-40847517,0.11630481120232636
17:39139634-39275931,0.11630481120232636
12:44923991-45851001,0.1137039296226232
17:61733108-61833313,0.11095259433263799
12:66035532-66948440,0.10694064157124276
17:61590200-61726416,0.0953980432205833
22:30243922-31511793,0.09266736028837583
16:69391442-69397102,0.08944892433068644
22:28922568-30224848,0.08734500889083172
8:36426253-36481039,0.0871385703452581
20:61795796-62379059,0.08247553427172015
16:72933295-73012768,0.08125534053899323
17:38035466-38070950,0.07461400521015461
17:38077519-38710043,0.07461400521015461
3:196908262-196937230,0.07411803319849777
12:84542006-85443011,0.07305690510165419
4:162205286-162321148,0.06841545474204665
5:62457701-65999278,0.06150569759993534
22:31521603-32950474,0.04981152279304152
15:55258039-57620619,0.047747061898118524
15:39989024-40217541,0.0398634109839497
15:39590440-39979013,0.0398634109839497
17:41458670-41494331,0.03901441519050122
17:77704506-78562654,0.03784350300789123
6:32732764-32738443,0.03476457363083525
1:146581869-146634734,0.023862580229348427
18:42452207-44456688,0.019709588046433888
9:43094089-43410478,0.017270563711227545
8:36627162-36673994,0.010415564246375722
17:78572201-78653545,0.008300082702880546
17:37416931-38029088,0.008263055672860821
18:48187829-51613228,0.0032804164399574953
18:47386120-48178655,0.002540256034920585
17:58829892-59043189,0.00046880190188800945
