Feature,Importance,Fold
1:17030134-17037487,0.007444215104122186,4
1:26233527-26722236,0.0059183434251053255,4
1:149369522-149394958,0.01940794412546497,4
1:193480150-193527058,0.01593262569508663,4
1:199087690-199111062,0.01554874627734433,4
3:196908262-196937230,0.02089117599244176,4
3:196947293-196962380,0.022097641663971167,4
5:70716278-70721505,0.01937165394311196,4
5:150224239-152555267,0.01869213207722809,4
5:152572508-153979903,0.018699695754246633,4
5:154006451-157875296,0.01082561771161219,4
6:19049822-20716660,0.00924322421384543,4
6:20726739-22048197,0.007630196117879045,4
6:22060377-24236375,0.017897774168925466,4
6:32634044-32660090,0.004916075603778187,4
6:32718991-32728487,0.003977471519588624,4
6:32732764-32738443,0.0031446224121380512,4
6:40747924-42826227,0.009546446940271536,4
6:64633346-64705894,0.009060011112117605,4
6:64750730-65951879,0.007828416954703247,4
6:66247043-66553014,0.006613535887649929,4
6:89106148-90015649,0.011701478964859307,4
6:119263604-122326220,0.011139732649838347,4
6:122710361-123097090,0.012930520842649274,4
6:135204537-135259324,0.017884000350951047,4
6:135286400-135498058,0.02662377216610093,4
6:135520431-136095714,0.01501561315818292,4
8:36347029-36416687,0.006603779679477748,4
8:36426253-36481039,0.0024995216526147567,4
8:36512939-36612488,0.005732927946407095,4
8:37317937-37617735,0.009410930984091891,4
8:37746286-37882239,0.008669672973686855,4
8:42123757-42175380,0.017646915362466393,4
8:47740011-48934830,0.009044185161597482,4
9:42913008-43066618,0.015305473445808945,4
11:78137964-78627898,0.0050481017201456976,4
11:79858760-79974644,0.006179574002097981,4
11:80023540-80218800,0.010947835994660602,4
11:80263397-80790766,0.012358699370395562,4
11:83733321-85064586,0.011787375606356305,4
12:51241859-52425218,0.005769329066398412,4
12:64727853-66012212,0.005270843841124583,4
12:75396411-75693696,0.019529263563777127,4
12:77023447-82859962,0.010604658886706498,4
12:85450052-85962613,0.005923856549095417,4
14:34090931-34754302,0.003154926626620764,4
14:105602756-105630089,0.002274080495791546,4
15:32447707-32511475,0.009818535663790423,4
15:32523241-32594902,0.005206809659277687,4
15:32605086-32654561,0.009463131718215341,4
16:30561643-31835555,0.019643607914174986,4
16:67314736-68371045,0.011086994652918247,4
16:68710277-68751390,0.014276827122337408,4
16:69391442-69397102,0.011921118828518443,4
16:69763173-70593293,0.015406357975898956,4
17:35076296-35282086,0.1814515439995284,4
17:39280577-40847517,0.017750284073739853,4
17:41062669-41447005,0.034167025154864875,4
17:41983407-42049540,0.00807602729460097,4
17:42648686-42873571,0.027205744733550575,4
17:52205885-52455229,0.007142424726130172,4
17:52545850-52924636,0.006075367697133671,4
17:55230326-55273077,0.005051806839993398,4
17:61590200-61726416,0.008502899041693275,4
17:67849232-68295347,0.005004213976401137,4
20:194755-763411,0.013351763372159103,4
20:771302-1487457,0.008269592433835743,4
20:32696760-33365924,0.010245373880144848,4
20:35800429-36053431,0.005353684475481183,4
22:28922568-30224848,0.011470108797672199,4
22:30243922-31511793,0.010178434402289866,4
23:3229-45135,0.014683590078908525,4
23:122417938-131366673,0.005452093724204915,4
