Feature,Importance
17:35076296-35282086,2.8727559735448733
22:37683612-37705310,0.674371859012104
6:32732764-32738443,0.6449334712496243
12:64727853-66012212,0.5618696656611973
17:41062669-41447005,0.485620684869782
5:150224239-152555267,0.4453224057099174
1:149369522-149394958,0.4301786989130654
16:67314736-68371045,0.36347323431438516
12:85450052-85962613,0.35633872368973646
9:42913008-43066618,0.32027615924135194
22:41293579-41298170,0.3156337996853383
16:69763173-70593293,0.2627053938179042
17:41458670-41494331,0.2446794036146555
16:30561643-31835555,0.2415169123108671
12:70462057-70560603,0.24046042107579346
6:64633346-64705894,0.22836904820419363
12:44923991-45851001,0.22401897167230445
6:31564655-32119501,0.21142118197012824
12:85986743-87258350,0.21126694746019414
16:68710277-68751390,0.1989375459383779
11:83733321-85064586,0.19853948139716096
15:32447707-32511475,0.18540464455263642
16:2505009-4665784,0.1826303566997191
5:140203440-140221835,0.17627216607033544
16:69391442-69397102,0.1729244739694464
12:75396411-75693696,0.1710801133588865
8:36512939-36612488,0.15857442865467786
17:41983407-42049540,0.1490479042039852
22:41221190-41290227,0.14527775434429335
6:40747924-42826227,0.14441180712444848
12:84542006-85443011,0.13916021368617704
8:117915188-119933236,0.12717269464889655
17:52205885-52455229,0.12006974375798593
11:80263397-80790766,0.11808815489892746
23:3229-45135,0.11483386506613959
12:45861893-47611599,0.10894684451433499
6:64750730-65951879,0.09972348319775977
17:43036086-43085236,0.08903927162439128
6:133447975-135173194,0.08332539225369165
17:77442683-77478901,0.0708394568265586
6:131304839-132036965,0.0668206507838608
6:39777677-40701218,0.06316241339686199
5:152572508-153979903,0.06042991756228208
8:42123757-42175380,0.05404776554313285
8:115852788-116921245,0.05236042275750276
5:154006451-157875296,0.0495147111963484
17:39280577-40847517,0.04583269433256106
11:82599955-82867442,0.04388178232466867
16:68880321-69381055,0.042315572985412185
15:32605086-32654561,0.036206419639576826
6:135520431-136095714,0.033468957777705304
10:16276793-18410505,0.028127102697530847
6:69820589-70731852,0.01616494402398272
8:38168564-38303346,0.015732067247561127
17:40859120-40926154,0.015647370674805223
6:66247043-66553014,0.014728509810187293
12:9528590-9585156,0.01399949994842886
17:43100477-43148025,0.013255152444794457
1:193480150-193527058,0.00953695411129379
16:4670009-9018298,0.0060515438469766255
20:32696760-33365924,0.005239979014037768
18:28288419-29558913,0.003996080266566402
17:56184200-56439989,0.003630697799155319
17:42161364-42296514,0.0018972084908589187
