Feature,Importance,Fold
1:2927-43870,0.0,2
1:85022-216735,0.0,2
1:370546-372295,0.0005532453203354594,2
1:471671-786483,0.0,2
1:792533-907406,0.00043777360850531577,2
1:912799-1266212,0.0006643585703796531,2
1:1271190-1590570,0.0,2
1:1676445-1703748,0.0,2
1:1738295-2477597,0.0,2
1:2481927-2562342,0.0,2
1:2574555-2580342,0.00025074439742986995,2
1:2611444-2641811,0.0,2
1:2643540-2645074,0.0,2
1:2664285-2665530,0.0,2
1:2672694-2832087,0.0,2
1:2854198-2856899,0.0006304253984707399,2
1:2870100-2880675,0.000932714692072329,2
1:2882919-2901629,0.0005597654862141152,2
1:2903052-3112977,0.0,2
1:3125822-3135062,0.00035598625497515533,2
1:3136815-3137481,0.0003794533061626028,2
1:3149648-3157982,0.0,2
1:3166706-3521038,0.00034550239557325056,2
1:3521345-3798798,0.0008072809712342492,2
1:3810936-6606212,0.0,2
1:6613363-8038878,0.0,2
1:8050444-10537398,0.0,2
1:10551320-12533269,0.0,2
1:12544104-12768740,0.0,2
1:12774453-12788158,0.0,2
1:12800742-12805297,0.0,2
1:12833868-13002452,0.0,2
1:13520352-15852641,0.0008955157051066784,2
1:15858551-16119613,0.0,2
1:16126501-16531740,0.0009718060061309479,2
1:16551324-16592466,0.000884620277604117,2
1:16672053-16680432,0.0,2
1:16693433-16750002,0.0,2
1:16757397-16794038,0.001269526938872108,2
1:16799163-16836986,0.0014775137295659224,2
1:16954838-16997273,0.001188000343544026,2
1:17030134-17037487,0.0,2
1:17042808-19187091,0.002349887575899665,2
1:19200088-21470929,0.0,2
1:21483025-21545437,0.0,2
1:21558697-22668805,0.0,2
1:22674759-23463832,0.0,2
1:23469376-25318800,0.0003097834676782044,2
1:25354765-25402278,0.0,2
1:25414726-25433465,0.0,2
1:25441018-26227863,0.0,2
1:26233527-26722236,0.0,2
1:26737835-26751009,0.0,2
1:26758077-27414811,0.0003268791381064356,2
1:27418631-27637052,0.001457407300506071,2
1:27650970-27755668,0.0003006106153123532,2
1:27765928-29080585,0.001575621956035276,2
1:29088543-30687222,0.0,2
1:30716764-30984527,0.001935642574813001,2
1:31006782-31124964,0.0,2
1:31136968-31957740,0.0,2
1:31968013-33181040,0.0,2
1:33189868-34166798,0.0016228863338917882,2
1:34172947-35330813,0.0010079365079365085,2
1:35336344-35895515,0.0,2
1:35903416-37578554,0.0,2
1:37599215-38399540,0.0,2
1:38432360-38569674,0.0,2
1:38648737-39428343,0.0005733325978724751,2
1:39437661-40202959,0.0,2
1:40207650-40612758,0.0,2
1:40617288-40677227,0.0007297569640142786,2
1:40682830-41867848,0.0,2
1:41873732-42747586,0.0005135938917128935,2
1:42754729-43839204,0.0012178109351155106,2
1:43848683-44593810,0.0,2
1:44600018-45223413,0.0,2
1:45231107-46047207,0.0,2
1:46054586-46436383,0.0013898743228006494,2
1:46445058-47002412,0.0,2
1:47020328-47076960,0.0003476749239461101,2
1:47089264-48831518,0.0,2
1:48841029-48963712,0.0,2
1:48974558-49671800,0.0,2
1:49686548-50400238,0.0,2
1:50444082-51401581,0.0,2
1:51408483-52434446,0.0,2
1:52445317-53651141,0.0005885311148469043,2
1:53661750-55331098,0.0,2
1:55339131-55523339,0.0,2
1:55559966-56093730,0.000562153046166819,2
1:56126922-56811818,0.0,2
1:56820392-57352466,0.00025493945188017844,2
1:57359130-58257959,0.0,2
1:58269395-58818282,0.0,2
1:58829706-59938549,0.0,2
1:59947024-60037860,0.0,2
1:60048731-60931948,0.00034925112499160465,2
1:60943372-61455192,0.00227813644200894,2
1:61460755-62257156,0.00026169447170428526,2
1:62265513-62775298,0.0,2
1:62781892-63279284,0.0,2
1:63297252-63739396,0.0,2
1:63746181-64381618,0.0026210155349809493,2
1:64392452-65044702,0.0,2
1:65061124-65363623,0.0,2
1:65377733-65684038,0.0,2
1:65691013-66605594,0.000812537911382584,2
1:66624841-66943717,0.0,2
1:66956044-67293111,0.0004474134234359907,2
1:67304899-67564224,0.0,2
1:67574404-69349603,0.0008563311688311691,2
1:69374719-70163952,0.0,2
1:70172264-70544007,0.0,2
1:70553640-70787481,0.0,2
1:70848676-70955685,0.0,2
1:70968966-72065805,0.0,2
1:72080289-72473289,0.0,2
1:72489681-72620747,0.0005881117412308338,2
1:72661597-74078153,0.0011663413638025768,2
1:74137824-74816963,0.0,2
1:74824437-75454027,0.0,2
1:75473473-76096464,0.0,2
1:76105071-76128015,0.0004109372530425164,2
1:76167515-76719796,0.0,2
1:76735134-77210667,0.0008427482040193993,2
1:77217365-77934334,0.0,2
1:77945975-79392599,0.0,2
1:79437815-80901791,0.0,2
1:80938887-81107155,0.0,2
1:81184008-83075209,0.0,2
1:83100179-83359798,0.0003613968325482418,2
1:83381408-83603746,0.00047304260467045223,2
1:83635029-84586214,0.0,2
1:84590209-84901413,0.001224098165157897,2
1:84921910-86224479,0.0,2
1:86236843-87585025,0.0,2
1:87607672-87697095,0.0007563381431585141,2
1:87749501-87791319,0.0,2
1:87839437-89193171,0.00019047619047619048,2
1:89198467-91213470,0.0,2
1:91230845-91708215,0.0006399833229101522,2
1:91714670-93739491,0.0,2
1:93748351-97087853,0.0,2
1:97110991-102417008,0.0,2
1:102443157-103810269,0.0,2
1:103819551-103875725,0.0,2
1:104018651-104671817,0.0020409269764457387,2
1:104696813-106107236,0.0,2
1:106163050-107403052,0.000653061224489796,2
1:107408809-108467581,0.0005939676497216222,2
1:108571690-109922013,0.0,2
1:109933787-109968401,0.0,2
1:109987805-110453999,0.0,2
1:110464125-110577138,0.0,2
1:110588200-112717534,0.0,2
1:112725478-113471063,0.0,2
1:113508337-114220736,0.0,2
1:114228794-114235706,0.0014633756689831454,2
1:114245958-114853862,0.0,2
1:114863525-115372000,0.0,2
1:115389481-116062013,0.00030044275774826056,2
1:116081666-116824183,0.0,2
1:116847623-116861515,0.0,2
1:116880909-116906096,0.0006480698788391096,2
1:116925150-116938461,0.00108689764653458,2
1:116948867-117006671,0.0006245662734212352,2
1:117015146-117751415,0.0013396649866817835,2
1:117757490-118781178,0.0,2
1:118811438-119105315,0.0,2
1:119131184-119266053,0.0,2
1:119271891-119774102,0.0018408229125732051,2
1:119783556-119942294,0.0,2
1:119963572-120232261,7.835762419683458e-05,2
1:120313797-120384620,0.002361441850308779,2
1:120405944-120737345,0.0,2
1:120761983-120923696,0.0,2
1:141474904-141491470,0.0005283143470364868,2
1:141500919-141527782,0.00028208744710860365,2
1:142116690-142435868,0.0004956174567481986,2
1:142444242-142565191,0.0,2
1:142570866-142598507,9.850672756173474e-05,2
1:142610589-142871406,0.0,2
1:142877399-143526765,0.0009261687984092868,2
1:143543580-144966156,0.0,2
1:144975464-145023947,0.0003542487711995749,2
1:145647143-145716245,0.0,2
1:145820605-146012014,0.000617962442798989,2
1:146473741-146512434,0.0,2
1:146525071-146549143,0.00039252629926205055,2
1:146581869-146634734,0.001095695707450941,2
1:146661770-149362629,0.0,2
1:149369522-149394958,0.0005831218215119143,2
1:149403519-149573806,0.0,2
1:149579637-149582884,0.0010377208065607399,2
1:149591108-149598429,0.00028341993386868207,2
1:149604744-150808620,0.0,2
1:150815602-151998352,0.0,2
1:151998685-152605084,0.0,2
1:152617283-155145482,0.0,2
1:155152973-156497370,0.0,2
1:156504203-156715120,0.0001400464145490637,2
1:156722904-157446463,0.0,2
1:157457777-157769567,0.0,2
1:157779753-158111315,0.0,2
1:158123386-158211115,0.0,2
1:158222895-158292447,0.0010072920137954848,2
1:158296040-158314837,0.0003782976605276256,2
1:158319014-158365270,0.0,2
1:158378189-158382079,0.0,2
1:158392593-158736756,0.0,2
1:158747329-164242059,0.0007088846880907374,2
1:164247118-165948301,0.0018657309999841596,2
1:165958802-165988174,0.0,2
1:166003996-166010822,0.0,2
1:166018172-168812476,0.0,2
1:168818982-172497794,0.00025408924884865803,2
1:172527923-176446701,0.00035386493170544507,2
1:176455950-179420685,0.0,2
1:179443743-179575821,0.0,2
1:179581225-181371569,0.0,2
1:181387023-182641159,0.0,2
1:182657845-186034550,0.0,2
1:186062909-186274119,0.0,2
1:186293872-189329179,9.605715400663399e-05,2
1:189337051-193443252,0.0,2
1:193480150-193527058,0.0005062490112324001,2
1:193556792-193630262,0.00031640563202024995,2
1:193652057-199041703,0.0,2
1:199047681-199054142,0.00028334986253591375,2
1:199087690-199111062,0.00018975332068311198,2
1:199135441-199222301,0.0,2
1:199273751-199356111,0.0,2
1:199363774-201157571,0.0,2
1:201169853-202358631,0.0,2
1:202366885-203532522,0.0,2
1:203539204-205954108,0.0,2
1:205966175-208143743,0.0004144055254070054,2
1:208148352-209359643,0.0,2
1:209366118-211118685,0.0,2
1:211126341-211395327,0.000604914933837429,2
1:211438238-212152890,0.00028208744710860365,2
1:212163869-213601626,0.0,2
1:213607905-215165364,0.0004901691866859551,2
1:215199726-217395427,0.0,2
1:217416088-219300768,0.00017316042577480552,2
1:219311634-221538990,0.0002656483479993359,2
1:221557056-224126341,3.306782624510701e-05,2
1:224140920-225920251,0.0006662627005330759,2
1:225926558-231061656,0.0,2
1:231067740-234760702,0.001246940146099135,2
1:234776770-236274333,0.0,2
1:236280081-237042779,0.0,2
1:237050563-238730140,0.0,2
1:238747201-239156984,0.0,2
1:239190321-239313778,0.0,2
1:239337733-239364269,0.0004757883933180336,2
1:239391358-239517083,0.0001857482552959252,2
1:239544570-239630032,0.0,2
1:239663268-244617610,0.0,2
1:244627520-244676774,0.001253911551161922,2
1:244693374-244865778,0.001364500276845127,2
1:244870377-244942436,0.0006347145587651918,2
1:244947984-244955806,0.00010612542698902284,2
1:244961779-244970723,0.0,2
1:245009770-245014643,0.001007451086153736,2
1:245054641-245071941,0.0,2
1:245082256-245121447,0.0,2
1:245134410-245140268,0.0009113031053959329,2
1:245150122-245299678,0.0005668398677373641,2
1:245308564-245433846,0.0,2
2:712-125634,0.0,2
2:143031-165346,0.0,2
2:167106-176745,0.0,2
2:196212-479448,0.001305445777631936,2
2:485052-3016048,0.00035438815926620815,2
2:3072994-4495693,0.0013347830205386083,2
2:4600483-5064198,0.0,2
2:5117160-8963807,0.0,2
2:8972669-10440704,0.0,2
2:10446234-11268822,0.0,2
2:11273719-11824126,0.0,2
2:11839789-15741307,0.0,2
2:15752122-20346474,0.0,2
2:20354952-22147571,0.0,2
2:22164275-23148262,0.0,2
2:23178086-23798605,0.0,2
2:23809995-25541135,0.0,2
2:25551899-29745341,0.0,2
2:29758580-34597887,0.0,2
2:34614581-34702220,0.0,2
2:34730412-34868034,0.0,2
2:34904779-39267014,0.0,2
2:39284752-41599090,0.0,2
2:41616449-43362384,0.0,2
2:43367043-44064629,0.0,2
2:44073585-44107287,0.0,2
2:44112923-46581831,0.0004131418453669093,2
2:46600135-47534465,0.0011837688548969618,2
2:47541529-48962866,0.000784279147688117,2
2:49007696-50317220,0.0,2
2:50329312-56794730,0.0025578449928907233,2
2:56853626-57106587,0.0010997344413207594,2
2:57141220-60843704,0.0,2
2:60860846-61005290,0.0,2
2:61025070-61061211,0.0,2
2:61069435-67262586,0.0,2
2:67280403-69113514,0.0,2
2:69119613-73764874,0.0001948368241597662,2
2:73769146-74670974,0.002425728166207715,2
2:74676485-81995821,0.0003162555344718533,2
2:82033369-87033744,0.0,2
2:87287735-87839798,0.0,2
2:88099999-89162648,0.0,2
2:89203734-89712785,0.0,2
2:89727641-89953713,0.0,2
2:91057159-91234354,0.0,2
2:91240477-91321476,0.0,2
2:91494116-91569435,0.0,2
2:91683845-94918111,0.0,2
2:94940234-94964565,0.0,2
