Feature,Importance
17:984101-1003742,0.07237291
12:74728500-75387573,0.07204601
1:42754729-43839204,0.0630365
1:12800742-12805297,0.055926476
11:32019726-32772242,0.044383653
6:6356121-7863271,0.04375916
8:37746286-37882239,0.038999684
20:194755-763411,0.037504565
17:35076296-35282086,0.033324584
16:69763173-70593293,0.03279967
16:67314736-68371045,0.02407492
16:68838368-68874167,0.023990003
5:54350373-55141379,0.023671757
4:145396784-148091215,0.016401166
11:80263397-80790766,0.014615576
1:193480150-193527058,0.014341575
1:102443157-103810269,0.013980812
16:68710277-68751390,0.013885167
14:21464924-21511829,0.012963275
23:153466463-153491568,0.012924135
17:24446821-24694533,0.011876992
1:239391358-239517083,0.011862614
3:199333505-199383479,0.011797758
5:159735059-161722215,0.011204785
5:69274433-70345552,0.011129182
5:763494-786455,0.009670706
6:40747924-42826227,0.008760364
5:70716278-70721505,0.008659757
14:105654998-105693581,0.008199027
3:196908262-196937230,0.008164357
17:24093273-24104500,0.008139568
18:19733211-22259536,0.0076377373
1:57359130-58257959,0.007588262
17:41011530-41041674,0.0073671755
6:131304839-132036965,0.0072068637
17:39280577-40847517,0.0071387496
23:3229-45135,0.00668969
16:69391442-69397102,0.0064689135
9:42913008-43066618,0.006281492
16:30561643-31835555,0.0062698065
5:140433878-142819410,0.00599492
1:199087690-199111062,0.005842117
17:32221174-32383368,0.005777762
1:149369522-149394958,0.0055339052
21:17408551-18006620,0.0051607913
17:1542118-1560766,0.0051026163
11:15925810-16521314,0.0046791784
11:62264206-62741497,0.004658399
6:66247043-66553014,0.004550689
1:141474904-141491470,0.004398342
8:38313929-38522146,0.004291752
2:47541529-48962866,0.0042884275
5:93308740-93320336,0.00413375
16:14956177-14988855,0.0038172803
8:64430407-65154750,0.0037450483
3:39066-342654,0.003392055
12:9528590-9585156,0.0033865804
6:4651403-4923955,0.0033171729
1:2643540-2645074,0.0032688736
16:68606309-68648091,0.00324148
13:93513108-95399913,0.0030877942
15:32605086-32654561,0.0030676506
8:39013480-39080885,0.0028806827
1:149579637-149582884,0.002768828
17:25537018-25610913,0.0026768213
12:70462057-70560603,0.002573015
11:71305189-71377650,0.00251459
5:6356267-9839414,0.0024998114
6:204528-238441,0.0024914313
18:14723811-14968075,0.0023484929
21:36471530-36734826,0.0022530204
22:22725750-22731544,0.0022402063
11:61339118-61799979,0.0021988053
23:282116-343473,0.0021491623
22:41307174-41912419,0.001988671
16:18701947-19396257,0.0019233214
18:16808486-16996321,0.0019072245
3:75914406-75957900,0.0018624056
8:50133866-50469104,0.0018321996
17:78572201-78653545,0.0018187134
6:1436117-1512043,0.0017701231
8:41575958-42118548,0.0016871728
1:12833868-13002452,0.0016047816
18:14120810-14602888,0.0015350909
3:75546791-75799957,0.0015164246
17:42975134-43019545,0.0013677892
11:79858760-79974644,0.0013485876
14:106216726-106349756,0.0013164371
4:3556852-3568531,0.0012028388
1:15858551-16119613,0.0011776566
6:22060377-24236375,0.0011719224
6:94517742-97817899,0.001064919
16:69417987-69744010,0.00096319255
6:165690639-165715368,0.000734259
16:51853490-52456026,0.0007031725
14:105708209-105839439,0.0006998755
16:29560500-29582349,0.00068169885
23:144052935-145145074,0.00065844966
8:43264404-43419507,0.0005946727
18:22269177-22793854,0.000449471
1:244693374-244865778,0.00044194673
8:39356595-39363050,0.0003931847
16:191307-2499608,0.0003690156
11:29167359-31313660,0.00036900624
16:21382561-21444431,0.00033518428
4:846154-890807,0.0003310702
12:59087176-60039028,0.000307664
12:75396411-75693696,0.0002811781
1:370546-372295,0.0002735976
16:15039224-16166785,0.0002626469
8:38168564-38303346,0.00023451024
12:64727853-66012212,0.00021029868
3:89488409-89516057,0.00020295903
13:20633975-20649522,0.00020239131
11:118115430-118362161,0.0001453827
20:17587221-18440839,0.00013935915
8:97639200-98703368,9.8927616e-05
14:73071404-73092018,9.71349e-05
14:19350230-19397709,9.609221e-05
1:141500919-141527782,7.957167e-05
17:35854781-35986154,7.397294e-05
5:62457701-65999278,2.6927804e-05
