Feature,Importance,Fold
17:35076296-35282086,0.17919569626205267,3
16:67314736-68371045,0.008957087921248396,3
4:102672728-104401802,0.0056644108503557285,3
12:63574243-64694907,0.017634549972086053,3
22:22725750-22731544,0.02047336104677758,3
17:61247968-61578637,0.008801099901382479,3
16:45322798-45965768,0.0031428889637578694,3
3:18712267-19922255,0.012472886509099097,3
11:19570565-20098137,0.007436892142197803,3
15:55258039-57620619,0.009298394509047016,3
14:35347136-36478421,0.004000632641167136,3
5:150148732-150201145,0.010825235746257217,3
11:76374332-76586638,0.0006800584190204059,3
5:802518-826044,0.011435504003263779,3
15:53166-592121,0.0063717826777565986,3
9:40361684-40520747,0.0020440366940111445,3
6:18550170-19001738,0.009032447121920861,3
12:70462057-70560603,0.01715525977739774,3
23:959048-1235529,0.003946570606018527,3
3:75479859-75535753,0.008414738641356551,3
1:199087690-199111062,0.004854165419510148,3
18:19733211-22259536,0.01253202528839802,3
20:194755-763411,0.019657770368357492,3
5:69274433-70345552,0.017652230254325853,3
5:763494-786455,0.009580538233315831,3
6:64633346-64705894,0.003475069193029134,3
14:21420105-21448635,0.005858493389842092,3
6:32766023-32821094,0.01080447514373743,3
8:39356595-39363050,0.006669748642593514,3
2:216395222-217154796,0.004095192119270502,3
1:189337051-193443252,0.002724182903069783,3
22:26999547-27819338,0.01224666298394435,3
3:87336579-87661897,0.006175272494917157,3
16:72933295-73012768,0.002925959775643906,3
1:12833868-13002452,0.006619311060714517,3
16:69391442-69397102,0.011529120439634579,3
3:89488409-89516057,0.008467052413749857,3
11:3327942-5733442,0.005039898098587552,3
10:45478103-45534651,0.00149173924309733,3
18:24650677-28276824,0.014406998962520763,3
11:68740184-68819585,0.005913277996586479,3
12:74674175-74721164,0.012045150056884587,3
11:58439169-58548776,0.005726432947605861,3
1:145820605-146012014,0.004255599872631573,3
1:193480150-193527058,0.007918068868579152,3
9:43094089-43410478,0.003766253909421151,3
5:54350373-55141379,0.005682919504077863,3
5:62457701-65999278,0.00912089233814495,3
5:34119335-34407822,0.003887480950945078,3
3:19936335-24520200,0.010471855503294863,3
18:22269177-22793854,0.010277874324318027,3
11:74773664-74787471,0.0019464516956519185,3
15:20307869-20387327,0.005868513212183183,3
15:57627602-58554678,0.008932966149587385,3
20:60193218-60328797,0.004651370921950859,3
3:41249898-46752789,0.002618898272295703,3
6:1358498-1359129,0.008177563309390463,3
4:104413477-106965473,0.0075249615667997,3
6:611289-618999,0.013755745828790068,3
2:34904779-39267014,0.0012807928737208149,3
22:22651385-22665928,0.006271783124603597,3
6:252939-284743,0.00457183925178358,3
1:117757490-118781178,0.005981703851444387,3
1:149579637-149582884,0.0043625742641321035,3
1:2664285-2665530,0.005611416903793563,3
1:149369522-149394958,0.01065930955920461,3
1:46054586-46436383,0.0034195759562269308,3
11:68821295-68894909,0.0058034854613988884,3
6:40747924-42826227,0.012733166253460928,3
8:39368509-39505256,0.001792918445047284,3
16:68710277-68751390,0.005174340879801797,3
6:110490286-110621141,0.006138417451544559,3
16:30561643-31835555,0.015237219971104585,3
23:1317216-1398694,0.00464588282557501,3
11:71381835-71406223,0.0031347814562660433,3
18:51630663-51747511,0.004529587847553412,3
6:89106148-90015649,0.00497576315198619,3
6:19049822-20716660,0.011854515240905764,3
8:7040596-7261418,0.0045155893249302715,3
6:102825672-106012872,0.011482825899769572,3
1:58269395-58818282,0.01035477860075125,3
19:232836-236846,0.0040971661397211385,3
8:166452-181530,0.006139634166882286,3
17:37416931-38029088,0.015756404245505288,3
8:32962484-33337952,0.0031939686039972152,3
1:146581869-146634734,0.005939595887712403,3
8:55862289-56770315,0.007446451234802337,3
1:149591108-149598429,0.007459646621821804,3
17:76653190-76693851,0.006429456651034684,3
14:105602756-105630089,0.005315565166409043,3
23:3229-45135,0.008086410186005949,3
1:17042808-19187091,0.004837903666286556,3
8:12623479-14185328,0.004096430913853607,3
22:41221190-41290227,0.006337487617262699,3
22:37683612-37705310,0.010869551380935604,3
3:196908262-196937230,0.019313012609276547,3
6:170856656-170943103,0.010005312556109598,3
22:37717564-37801946,0.006601286558261096,3
1:141474904-141491470,0.0024352412467144057,3
1:239391358-239517083,0.0054415511095189315,3
9:42913008-43066618,0.0062290077978915045,3
15:39590440-39979013,0.003829496074705944,3
8:36512939-36612488,0.009129233573031614,3
1:146525071-146549143,0.003497560396953848,3
17:35991941-36074566,0.009533907865421663,3
7:38077657-38154547,0.004162296843224012,3
17:8567837-9872633,0.011802472198385577,3
7:38065862-38069416,0.00299303953695605,3
6:97827305-98245127,0.008149382609565931,3
1:199273751-199356111,0.0011421522180842026,3
17:16578627-16713678,0.002678416617638562,3
15:32605086-32654561,0.006186971047451468,3
