Feature,Importance,Fold
3:153300999-156963893,0.013599373877566817,1
5:150224239-152555267,0.007695433824900393,1
17:35076296-35282086,0.13610626869334774,1
12:85986743-87258350,0.022334501355107325,1
22:26999547-27819338,0.005456992965413949,1
9:110114139-110140372,0.0014622870473811375,1
1:40617288-40677227,0.005441893590551598,1
16:50733339-51847185,0.010952269640431625,1
12:97852156-98629015,0.009817936936648765,1
6:89106148-90015649,0.011530169998615758,1
11:80263397-80790766,0.008407090324262144,1
10:44629442-45468415,0.003073847250425143,1
17:77422698-77432294,0.0049953042023200825,1
12:74728500-75387573,0.01143973030310614,1
15:44193179-48393597,0.0034192106842226653,1
1:2611444-2641811,0.010271467891476357,1
2:47541529-48962866,0.004865863800947284,1
1:45231107-46047207,0.005092777080465211,1
11:78706656-79810606,0.0026808553075021503,1
15:62165778-63146938,0.003055112864466415,1
16:72933295-73012768,0.00678558763357891,1
1:2643540-2645074,0.0034984247029670435,1
12:84542006-85443011,0.02550668582298064,1
15:18362555-18431773,0.005398309594725137,1
16:45058242-45218686,0.0014171266841226432,1
5:763494-786455,0.0031529680777772602,1
8:35694285-35751327,0.02456807702874932,1
14:51010758-52051333,0.002983831798162812,1
22:41307174-41912419,0.024695479078467614,1
5:70752359-71062539,0.014891693111767744,1
22:27829159-28903600,0.011596150949793226,1
8:97639200-98703368,0.001977159349831703,1
15:63158011-63872459,0.002393098908379346,1
1:104018651-104671817,0.003182373651660169,1
11:77881751-77985428,0.008702353292751578,1
1:74137824-74816963,0.004582340078455224,1
4:69215734-69311985,0.004927454628550758,1
16:67314736-68371045,0.005749279238660864,1
11:46368437-47509993,0.006679471854606789,1
4:191062719-191134340,0.00879069078331709,1
20:15036230-15158545,0.004132058828077225,1
18:18979399-19204173,0.001918293211624834,1
11:59180249-59841891,0.0031742627637068245,1
1:199087690-199111062,0.004785150120692475,1
11:103640528-105452607,0.0027404497515278524,1
19:20422576-20493401,0.002672598776640881,1
1:149579637-149582884,0.016168576716258844,1
5:54350373-55141379,0.00374042907051496,1
5:68785515-68850823,0.017852432065054494,1
6:110490286-110621141,0.010042738793915897,1
6:32766023-32821094,0.007895798678872936,1
2:132210961-132323628,0.004882826336058696,1
9:110104594-110108926,0.0015375329703885131,1
8:35875555-36133992,0.016455091109650218,1
3:4109224-4214897,0.003120922297033569,1
1:117015146-117751415,0.0008426466171136096,1
1:244693374-244865778,0.01203470070763269,1
5:51321507-51678728,0.003535410248798909,1
23:1702016-1706462,0.009256573337520826,1
10:16276793-18410505,0.008285033584912442,1
18:22806771-23086108,0.009518569778444244,1
4:72994111-74368203,0.001135545870202243,1
8:36627162-36673994,0.008379725980271225,1
17:57851812-57992993,0.005794210950571096,1
14:21420105-21448635,0.0034559461259692447,1
1:16799163-16836986,0.00488878784397851,1
14:19350230-19397709,0.007339879636748195,1
16:28087-37133,0.0021865622261217268,1
1:16757397-16794038,0.0029694969910654314,1
6:40747924-42826227,0.00685651454936097,1
16:68606309-68648091,0.014120066888189273,1
11:58439169-58548776,0.0014032037177896194,1
12:9528590-9585156,0.0032907826949380827,1
20:12495273-14729413,0.0015061261447060375,1
3:196908262-196937230,0.009458427627241422,1
6:102825672-106012872,0.005690039617920898,1
12:75396411-75693696,0.021821514242975716,1
12:70574871-71644041,0.0163968630284051,1
20:61795796-62379059,0.014403384239041752,1
6:4651403-4923955,0.006165158781677096,1
22:22695759-22714749,0.003260417405847876,1
6:32732764-32738443,0.0038065869126485707,1
17:41700762-41706870,0.004558476771942307,1
16:68667006-68679377,0.0061090532483295155,1
2:61025070-61061211,0.01199068762385274,1
15:21195208-21982746,0.008733174597541062,1
1:38432360-38569674,0.00906049155907826,1
14:34765550-35332809,0.005049171785730164,1
1:13520352-15852641,0.004115012315563193,1
15:55258039-57620619,0.015824026506003973,1
16:68710277-68751390,0.00834042867615515,1
16:30561643-31835555,0.0036305723635071084,1
6:110408187-110448454,0.015284815476489957,1
16:14956177-14988855,0.004965436908459697,1
8:30109992-30278937,0.0018154264134542652,1
17:38035466-38070950,0.0190308420494434,1
19:232836-236846,0.0016442072637975487,1
16:191307-2499608,0.0056417748344060655,1
15:39590440-39979013,0.013403118907876422,1
14:95084499-96542228,0.007008060598336675,1
14:96585545-96889176,0.0021454715129250045,1
8:98721543-100441109,0.009039408868195941,1
6:22060377-24236375,0.010617179897505713,1
1:239544570-239630032,0.001620401845747631,1
1:25414726-25433465,0.0005657708628005657,1
20:45124342-45222725,0.0024285491173320884,1
1:234776770-236274333,0.0009348255075520073,1
11:101977732-103163021,0.0021834052906652373,1
6:19049822-20716660,0.010821102857970478,1
23:3229-45135,0.005415351011454952,1
11:68821295-68894909,0.0031935803729360003,1
3:4226329-9771752,0.0022096040918351788,1
1:245308564-245433846,0.005759458946953566,1
5:62457701-65999278,0.008787228484202667,1
1:146525071-146549143,0.007920873846356511,1
1:156722904-157446463,0.0018259130191552704,1
9:42913008-43066618,0.006457264862905061,1
1:120313797-120384620,0.0030064122776454517,1
22:37683612-37705310,0.005194819989453643,1
15:32605086-32654561,0.005396935549451632,1
17:11469879-12854787,0.005054137652804439,1
4:70442343-70445716,0.0023543157235724316,1
17:13035306-15423538,0.0035981886743654784,1
16:69417987-69744010,0.005166740687669895,1
