Feature,Importance
22:40072147-41213949,0.11935182
17:35076296-35282086,0.09931604
22:41307174-41912419,0.061811112
12:85450052-85962613,0.058082886
6:6356121-7863271,0.045832176
15:39590440-39979013,0.04122995
20:194755-763411,0.040765073
1:16799163-16836986,0.03889006
3:130220686-130840184,0.035921123
8:117915188-119933236,0.03491807
12:64727853-66012212,0.024806378
5:150148732-150201145,0.023142548
8:38599339-38743232,0.022185724
1:193480150-193527058,0.020724256
3:127138046-128434521,0.01777386
1:149369522-149394958,0.016426157
1:244693374-244865778,0.015394056
1:109933787-109968401,0.0136482
8:40137595-40540201,0.013009866
6:1292057-1353261,0.012844559
11:74773664-74787471,0.011930287
7:143321677-143391065,0.011464471
5:62457701-65999278,0.011306296
1:142877399-143526765,0.011185465
1:245054641-245071941,0.010982076
1:16757397-16794038,0.008897831
16:68710277-68751390,0.008890706
6:18550170-19001738,0.0069840737
10:4952746-6573717,0.006651658
1:199087690-199111062,0.0065177428
6:611289-618999,0.0064212717
22:22725750-22731544,0.0057300017
20:38771196-39033123,0.0056514926
2:712-125634,0.0055370363
15:32447707-32511475,0.005245787
15:32523241-32594902,0.0050856345
5:51881238-54336548,0.0049650175
6:40747924-42826227,0.004964219
8:97639200-98703368,0.0047914186
4:106972190-110834066,0.0047403714
1:193556792-193630262,0.0045024846
16:69391442-69397102,0.0043008276
22:37683612-37705310,0.003674705
8:33344787-34072415,0.003655167
6:67665685-68602261,0.0034154651
12:62137202-62802242,0.002573087
1:202366885-203532522,0.0025143537
19:14895218-14903239,0.0025045886
1:16551324-16592466,0.0024183546
16:4670009-9018298,0.0023262897
6:22060377-24236375,0.0023258142
1:199135441-199222301,0.002280113
17:11469879-12854787,0.002230793
3:48631976-48677740,0.0022238826
17:41011530-41041674,0.0022219843
6:32732764-32738443,0.002167001
12:62807597-63330914,0.0021631287
11:80023540-80218800,0.0021574406
3:18712267-19922255,0.0018881453
16:191307-2499608,0.0018264072
17:43389085-43525899,0.0017760232
20:36066537-36768161,0.0017546156
6:1358498-1359129,0.0017208885
5:154006451-157875296,0.0017161149
8:39368509-39505256,0.0016971485
4:846154-890807,0.001628929
8:39356595-39363050,0.0016008161
1:142570866-142598507,0.0015138042
5:142831583-149027600,0.0015069371
12:70462057-70560603,0.0013695827
16:21448093-21501073,0.0012696937
8:166452-181530,0.0012430747
23:1672003-1687507,0.0012327835
15:32605086-32654561,0.001224987
1:156504203-156715120,0.001179574
8:97415915-97633935,0.0010192356
17:984101-1003742,0.0010157274
17:37416931-38029088,0.0009265796
6:19049822-20716660,0.00091145164
17:39280577-40847517,0.0008826953
8:133850058-135582453,0.00086587085
13:93513108-95399913,0.0007758778
3:515536-517145,0.00073949294
1:158747329-164242059,0.00070354354
5:70716278-70721505,0.000697644
20:56302917-57359062,0.0006387276
16:30561643-31835555,0.00062601006
17:43153310-43384340,0.00061676075
11:103640528-105452607,0.00060878077
1:2882919-2901629,0.0006067988
8:36512939-36612488,0.0005930067
1:239391358-239517083,0.00057715795
3:196908262-196937230,0.00055932417
16:14956177-14988855,0.00054807635
6:131304839-132036965,0.0005052351
16:16174751-18701570,0.00048173152
14:105857193-105881279,0.00046249255
3:4109224-4214897,0.00044963622
11:5742476-5762182,0.00043876137
16:68667006-68679377,0.00041353895
20:32377973-32691183,0.00039460385
14:73071404-73092018,0.00038538562
1:120313797-120384620,0.00037194736
5:68785515-68850823,0.00030765787
1:181387023-182641159,0.00030283464
17:8567837-9872633,0.00027346067
23:3229-45135,0.00024411031
8:184617-808139,0.00017600929
6:135204537-135259324,0.000174378
9:42913008-43066618,0.0001385836
6:14553443-16323782,0.00012822644
5:140203440-140221835,0.00012625032
6:140293024-140905063,0.000101520025
1:158319014-158365270,9.9025885e-05
1:72489681-72620747,7.483535e-05
17:18474499-18868037,7.344563e-05
1:141474904-141491470,6.41905e-05
6:149845177-151256488,5.423667e-05
17:13035306-15423538,2.333106e-05
